Artist,Title,Lyrics
Soolking Brook,Guérilla,"61 ContributorsTranslationsEnglishGuérilla Lyrics[Couplet 1]
Rien n'a changé dans nos cœurs, c'est toujours la vida loca
Ouais chica passe au local, j'suis un démon magnifique
Ça sera toujours nous les coupables, coupables d'être africains
Coupable comme Kadhafi ou comme Nelson Mandela
Mama, c'est le moment, même on a trop souffert
Ma3lich, c'était écrit qu'on devait souffrir plus que les autres
Mais les autres et leurs fils, ils nous ont tout pris
Donc, moi, j'vais voler chez les riches comme mon frère Patchi
La la la la

[Refrain]
Je chante l'amour au milieu de cette guérilla
Parce que j't'aimerai pour toujours, mon Algeria
Je chante l'amour au milieu de cette guérilla
Ils veulent pas la paix parce qu'ils connaissent pas la guérilla
Dans nos têtes, c'est toujours la guérilla
Guérilla, guérilla
Dans nos têtes, c'est toujours la guérilla
Guérilla, guérilla

[Pont 1]
J'suis plus là, si tu me cherches, j'suis plus là
Si elle me cherche, j'suis plus là ; s'ils me cherchent, j'suis plus là
Si tu m'cherches j'suis plus là ; elle m'cherche, j'suis plus là
Si tu me cherches, j'suis plus là ; dis-leur tous : j'suis plus là
You might also like[Couplet 2]
J'reviens de très très loin, tellement loin presque de chez les morts
J'ai rêvé qu'on était plus pauvres et que notre histoire triste n'était que des mots
Mais, en vérité, ils se sont évadés ou barricadés
Tu vas y arriver, mama m'a dit ""courage a weldi""
J'attends pas l'amour, mon cœur est mort, bébé
J'attends la paix et j'espère qu'elle va pas tarder
J'étais dans le trou et toi tu ne faisais que regarder
Maintenant, viens pas me gratter, continue de regarder (fils de pute)

[Refrain]
Je chante l'amour au milieu de cette guérilla
Parce que j't'aimerai pour toujours, mon Algeria
Je chante l'amour au milieu de cette guérilla
Ils veulent pas la paix parce qu'ils connaissent pas la guérilla
Dans nos têtes, c'est toujours la guérilla
Guérilla, guérilla
Dans nos têtes, c'est toujours la guérilla
Guérilla, guérilla
J'suis plus là, si tu me cherches, j'suis plus là

[Pont 2]
Si elle me cherche, j'suis plus là ; s'ils me cherchent, j'suis plus là
Si tu me cherches j'suis plus là ; elle me cherche, j'suis plus là
Si tu me cherches, j'suis plus là ; dis-leur tous : j'suis plus là
[Outro]
Serbi l'atay ya zina, serbi l'atay ya zina
Serbi l'atay ya zina, serbi l'atay ya zina
Serbi l'atay ya zina, serbi l'atay ya zina
Serbi l'atay ya zina, serbi l'atay ya zina
Serbi l'atay ya zina, serbi l'atay ya zina
Serbi l'atay ya zina, serbi l'atay ya zina22Embed"
Soolking Brook,Dalida,"40 ContributorsTranslationsEnglishالعربيةDalida Lyrics[Paroles de ""Dalida""]

[Couplet 1]
On ira là où la dalle nous mène, notre histoire, on l'écrira nous-même
Elle m'a dit : ""C'est pas pour ton buzz que je t'aime, oui, que je t'aime !""
Paroles, que des paroles, ma seule patronne à moi, c'est ma daronne
Ils croyaient qu'j'étais mort, ils ont dit ""bon débarras""
Heureusement qu'c'est Dieu qui donne sinon, ils nous laisseraient nada
Donc j'ai quitté mon village, rêvé d'une vie juste moins minable
Moi, j'ai quitté mon village pour plus les entendre me dire que :

[Pré-refrain]
Personne te donnera de l'aide, de toute façon, t'es déjà dead
Tu passeras ta vie dans la merde et tes cauchemars remplaceront tes rêves
Personne te donnera de l'aide, de toute façon, t'es déjà dead
Tu passeras ta vie dans la merde et tes cauchemars remplaceront tes rêves

[Refrain]
Paroles, paroles, paroles (paroles)
Paroles, paroles, paroles (paroles)
Paroles, paroles, paroles (paroles)
Paroles, paroles, paroles (paroles)

[Pont]
Hey, hey, hey
Na, nanani, nanana
Nanani, nanana
Ouh, nanani, nanana
Nanani, nanana
Nanani, nanana
Nanani, nanana
Ouh, nanani, nanana
You might also like[Couplet 2]
Ils font semblant de m'aimer (yeah), moi, j'fais pas semblant qu'j'les déteste
Je me souviens qu'ils me tournaient l'dos parce que j'étais pauvre comme papa
Rajoutent d'l'argent à ceux qu'en ont et enlèvent à ceux qu'en ont pas
Dans la mer, ils rajoutent de l'eau, va comprendre
Et si tu meurs de soif, toi, on t'abandonne
Si tu veux qu'ta vie soit bella, maquille-la toi-même
On veut le monde, on va le prendre et puis salam
Un rêveur parmi tant d'autres et mes frères sont des millions
Nos rêves, nous vivrons, n'écoute pas ceux qui diront que :

[Pré-refrain]
Personne te donnera de l'aide, de toute façon, t'es déjà dead
Tu passeras ta vie dans la merde et tes cauchemars remplaceront tes rêves
Personne te donnera de l'aide, de toute façon, t'es déjà dead
Tu passeras ta vie dans la merde et tes cauchemars remplaceront tes rêves

[Refrain]
Paroles, paroles, paroles (paroles)
Paroles, paroles, paroles (paroles)
Paroles, paroles, paroles (paroles)
Paroles, paroles, paroles (paroles)

[Pont]
Hey, hey, hey
Na, nanani, nanana
Nanani, nanana
Ouh, nanani, nanana
Nanani, nanana
Nanani, nanana
Nanani, nanana
Ouh, nanani, nanana
[Pont 2]
J'rentre dans la légende, pourquoi ça t'étonne ?
Les jaloux msaken, mashallah la légende
J'rentre dans la légende, pourquoi ça t'étonne ?
Mashallah la légende, les jaloux msaken

[Pont]
Hey, hey, hey
Na, nanani, nanana
Nanani, nanana
Ouh, nanani, nanana
Nanani, nanana
Nanani, nanana
Nanani, nanana
Ouh, nanani, nanana

[Refrain]
Paroles, paroles, paroles (paroles)
Paroles, paroles, paroles (paroles)
Paroles, paroles, paroles (paroles)
Paroles, paroles, paroles (paroles)14Embed"
Soolking Brook,Milano,"18 ContributorsTranslationsEnglishMilano Lyrics[Intro]
Skrt
Skrt
Lala, lalalalala
Lala, lalalalala

[Couplet 1]
Suis-moi hbiba, allons loin de tous nos problèmes
Sois courageuse comme Tata, la plata c'est mieux qu'les poèmes
Notre histoire sera si belle comme tes formes de sirène
Pour moi tu risquerais de tout perdre
Pour toi je prendrai dix ans fermes

[Prérefrain]
Hbiba lalalalala, on va s'sauver, on va s'aimer, faire de la monnaie Hbiba lalalalala, on va s'sauver, on va s'aimer, faire de la monnaie

[Refrain]
Lalalalala, c'est soit riche ou derrière les barreaux
Lalalalala, vie de luxe, shopping à Milano
Lalalalala, chérie donne moi la mano
J't'emmènerai loin de là là là, plus besoin de trabajo

[Couplet 2]
Viens n'aie pas peur, bras lmima, viens n'aie pas peur
On va ver-squi le mauvais œil et l'commissaire
Il veut vivre notre vie, on veut entre millionnaires
T'es mi amore, ma complice, ma poto
Et si je bétom tu cacheras le butin
Tu recaleras les mythos, les hijo de puta
Toi et moi jusqu'à la muerte chiquita
You might also like[Pont 1]
Elle est comme moi cette fille-là
Elle me connait cette fille-là
Elle est faite pour moi cette fille-là
Je veux le monde et cette fille-là

[Prérefrain]
Hbiba lalalalala, on va s'sauver, on va s'aimer, faire de la monnaie Hbiba lalalalala, on va s'sauver, on va s'aimer, faire de la monnaie

[Refrain]
Lalalalala, c'est soit riche ou derrière les barreaux
Lalalalala, vie de luxe, shopping à Milano
Lalalalala, chérie donne moi la mano
J't'emmènerai loin de là là là, plus besoin de trabajo
Lalalalala, c'est soit riche ou derrière les barreaux
Lalalalala, vie de luxe, shopping à Milano
Lalalalala, chérie donne moi la mano
J't'emmènerai loin de là là là, plus besoin de trabajo

[Pont 2]
Remplis mon cœur de love, remplis le sac de lovés
Billets verts, billets mauves, on verra la vie en rose doré
Donne-moi la mano
Oh

[Refrain]
Lalalalala, c'est soit riche ou derrière les barreaux
Lalalalala, vie de luxe, shopping à Milano
Lalalalala, chérie donne moi la mano
J't'emmènerai loin de là là là, plus besoin de trabajo
Lalalalala, c'est soit riche ou derrière les barreaux
Lalalalala, vie de luxe, shopping à Milano
Lalalalala, chérie donne moi la mano
J't'emmènerai loin de là là là, plus besoin de trabajo9Embed"
Soolking Brook,Favela,"22 ContributorsTranslationsEnglishFavela Lyrics[Pré-refrain : Soolking]
Papapapapalala
Papapapapalala

[Couplet 1 : Naps]
J’suis calé, j’suis tout seul, j’avais trop de soucis
On s’enterre pas tout seul, j’ai des frères en sursis
Tu me donnes des conseils, à la base t’étais même pas là
On n’aime pas les consignes, et les malinois dans les parages
J’suis arrivé j’ai mis une balayette
T'façon à la base poto j’m’en bats les yeuks
Naps Soolking, DZ 3labalek
Showcase booking on arrive en survêt’

[Couplet 2 : Soolking]
Sur ma tête nan j’leur laisse même pas les miettes
Faut qu’ça pète et que j’ramasse mes hebets
Ouais 3amou on a connu la merde
On a grandi et nos problèmes c’est la même

[Pré-refrain : Soolking]
Papapapapala
Papapapapalala

[Refrain : Naps & Soolking]
J’suis dans ma favela, avec mes locos
On bouge à Marbella, on change de décor
Dans une Féfé Maranello, une folle à té-cô
Moi j’suis ton fratello j’peux te mettre la boco
You might also like[Couplet 3 : Naps]
J’suis encore chez moi une heure avant l’décollage
Direction Alger, j’vais faire un gros collage
On respecte tout l’monde, on n’est pas des sauvages
À rien ça sert tes poussettes, c’est Dieu qui donne le courage

[Couplet 4 : Soolking]
Sahbi, pas un sous, navré
Si j’me suis barré, c’est qu’il le fallait
La vie me malmène, mais je reviendrai
J’ai connu la galère, un peu comme mon padre

[Pré-refrain : Soolking]
Papapapapala
Papapapapalala

[Refrain : Naps & Soolking]
J’suis dans ma favela, avec mes locos
On bouge à Marbella, on change de décor
Dans une Féfé Maranello, une folle à té-cô
Moi j’suis ton fratello j’peux te mettre la boco

[Pont : Naps & Soolking]
Tralalilala, tralalilala
Wesh la bella, t’as laissé ta mouille sur le Yamaha
Tralalilala, tralalilalala
Wesh ma bella, si t’es trop collante moi j’te guer-lar
[Refrain : Naps & Soolking]
J’suis dans ma favela, avec mes locos
On bouge à Marbella, on change de décor
Dans une Féfé Maranello, une folle à té-cô
Moi j’suis ton fratello j’peux te mettre la boco

[Couplet 5 : Naps]
Kalash’ chargée dans le sac Quechua
Arah, Marseille, on n’a pas le choix
J’suis dég’ j’ai pris le shit qui colle aux doigts
En showcase j’connais que les filles de joie

[Couplet 6 : Soolking]
Tu croyais pas en moi bébé, aujourd’hui tu follow, follow tous mes snaps
Hier j’étais endetté, aujourd’hui c’est tes copines qui te parlent de moi
Aujourd'hui j’suis en TT, j’suis un DZ entêté, bats les couilles des lois
Les jaloux ont enquêté, mais ils ont rien trouvé comme les keufs chez moi

[Pré-refrain : Soolking]
Papapapapala
Papapapapalala1Embed"
Soolking Brook,Ajajaj,"18 ContributorsAjajaj Lyrics[Intro/Producertag]
Uhh, uhh
Uhh, A-A-Aribeatz

[Part 1: Soolking]
Ma guapa, tu me fais de l'effet
Tes yeux brillent comme un soleil d'été
Ma guapa, tu me fais de l'effet
Mais pas assez pour que tu sois habibti
Elle voulait passer sa vie dans mes bras
Moi je la voulais que pour une nuit dans mes draps
Elle veut plus d'amour, moi plus de lovés
Elle me dit que je suis un laud-sa, que j'suis mauvais
Ne t'attache pas trop à moi
Je te dirai jamais ""ti amo""
Je te décevrai plus qu'une fois
Et tu voudras me faire la peau

[Hook: Soolking]
Je ne vais pas le nier la première fois que je t'ai vu, tu m'as piqué
Tout est allé si vite, j'ai pas eu le temps de t'expliquer
Je, je ne vais pas le nier la première fois que je t'ai vu, tu m'as piqué
Tout est allé si vite, j'ai pas eu le temps de t'expliquer
Ajajajajajajaj, chérie t'es belle, mais moi j'veux la maille-aille-aille
Ajajajajajajaj, chérie t'es belle, mais moi j'veux la maille-aille-aille
Ajajajajajajaj, chérie t'es belle, mais moi j'veux la maille-aille-aille
Ajajajajajajaj, chérie t'es belle, mais moi j'veux la maille-aille-aille
You might also like[Bridge: Mert]
Jajajajaja
Jajajajaja
Soolking, Mert – kein Möchtegern-Rap
Das ist Dortmund, Paris, neuf millimètres
[Part 2: Mert]
Habibti ist dein Spitzname (jaja)
Ich kaufe dir ein Kleid von meiner Gig-Gage (jaja)
Reserviere eine Suite für dich im Ritz-Carlton
Willst du mich verarschen? Wie du willst nicht blasen?
Seh' dich in der ersten Reihe schrei'n auf meiner Tour
Ich kaufe dir 'ne geile Uhr und zeige dir den Eiffelturm
Jetzt sei nicht stur und schieß hier ma' kein Eigentor
Ich-ich weiß doch ganz genau, du stehst auf Micheal Kors
Ich bin ein Arsch und mach' dir keine Komplimente
Mach dir keine Hoffnung, denn das mit uns beiden hat ein Ende
Das ist alles nur für eine Nacht, ohne Liebe und Leidenschaft
Vierzehnte Etage, fünf Sterne, wir sind beide nackt
Jajaja, sie kennt alle Tracks und die Feats
Sie rappt alles mit, kennt den Text und die Beats
Nach jeder Hook ballert sie ein'n Sex on the Beach
Und vergisst ihren Ex, den sie liebt, heut ist mein Tag

[Hook: Soolking]
Je ne vais pas le nier la première fois que je t'ai vu, tu m'as piqué
Tout est allé si vite, j'ai pas eu le temps de t'expliquer
Je, je ne vais pas le nier la première fois que je t'ai vu, tu m'as piqué
Tout est allé si vite, j'ai pas eu le temps de t'expliquer
Ajajajajajajaj, chérie t'es belle, mais moi j'veux la maille-aille-aille
Ajajajajajajaj, chérie t'es belle, mais moi j'veux la maille-aille-aille
Ajajajajajajaj, chérie t'es belle, mais moi j'veux la maille-aille-aille
Ajajajajajajaj, chérie t'es belle, mais moi j'veux la maille-aille-aille
[Outro: Mert & Soolking]
Du liegst neben mir im Jacuzzi
Und laberst, dass du nicht so eine bist
Angeblich bist du ja gar kein Groupie
Sag mir ma', was bist du eigentlich?
Habibti, habibti, habibti
Habibti, habibti, habibti
Habibti, habibti, habibti
Habibti, habibti, habibti
-ti, -ti, -ti, -ti
-ti, -ti, -ti, -ti, -ti, -ti
4Embed"
Soolking Brook,Mi Amigo,"28 ContributorsTranslationsEnglishMi Amigo Lyrics[Paroles de ""Mi Amigo""]

[Refrain]
J'sais qu't'as l'seum, mi amigo
J'suis dans le fond du club avec ta biatch, chico
J'goûte à ses lèvres, elles ont le goût du Chivas
Et toi, à part nous jalouser, ça dit quoi ?
J'sais qu't'as l'seum, mi amigo
J'suis dans le fond du club avec ta biatch, chico
J'goûte à ses lèvres, elles ont le goût du Chivas
Et toi, à part nous jalouser, ça dit quoi ?

[Couplet 1]
J'suis avec mes rebeus tah sah, on fait d'la money
On vient de loin, remontada ta3 les Barcelonais
Déterminé depuis minot, y a pas d'te-traî chez nous
Marche arrière mkasra, même sur terrain miné
Du love que baba mama et les miens aussi
Bitch, lève ton boule, tu vas michetonner personne ici
J'fais bouger mes niggas dans le club sur une vibe raï
J'reprends le flow tah Rim'K pour big up le bled, khey

[Refrain]
J'sais qu't'as l'seum, mi amigo
J'suis dans le fond du club avec ta biatch, chico
J'goûte à ses lèvres, elles ont le goût du Chivas
Et toi, à part nous jalouser, ça dit quoi ?
J'sais qu't'as l'seum, mi amigo
J'suis dans le fond du club avec ta biatch, chico
J'goûte à ses lèvres, elles ont le goût du Chivas
Et toi, à part nous jalouser, ça dit quoi ?
You might also like[Couplet 2]
J'suis dans l'game comme sur le rrain-té, gros, que pour le khaliss
Mon flow fait bouger les djis, appelle-moi l'khabza de Beriz
Mes acolytes, souvent sous beuh ou sous cool-al
Tard la night, ça barode, opé' pour faire la maille, yeah
Elle a repéré ton portefeuille, t'es son nouveau bébé
Cette salope te fait les yeux doux parce qu'elle vise ta CB
Paris, soirée, luxe, cabaret
Biatch, tu fais la hlel, t'as sucé tous les Qataris

[Refrain]
J'sais qu't'as l'seum, mi amigo
J'suis dans le fond du club avec ta biatch, chico
J'goûte à ses lèvres, elles ont le goût du Chivas
Et toi, à part nous jalouser, ça dit quoi ?
J'sais qu't'as l'seum, mi amigo
J'suis dans le fond du club avec ta biatch, chico
J'goûte à ses lèvres, elles ont le goût du Chivas
Et toi, à part nous jalouser, ça dit quoi ?6Embed"
Soolking Brook,Woah,"61 ContributorsWoah Lyrics[Paroles de ""Woah"" ft. Heuss L'enfoiré, Sadek, Vald, Kalash Criminel, Soolking & Mac Tyer]

[Refrain : Kalash Criminel & Sofiane]
Tout est Woah, tout est Woah
Sous la cagoule, tout est gang
Tout est Woah, tout est Wouh
93 Empire, tout est Woah
Tout est Woah, tout est Woah
Sous la cagoule, tout est gang
Tout est Woah, tout est Woah
93 Empire, tout est sauvage, sauvage

[Couplet 1 : Sofiane]
Check
Nouveau chhh, paire de Woah
Drive-by, BM, Double Woah
Tout est Woah
C'est l'9-Woah
Le Prince rafale sur le Roi, j'sors le Woah
Tout l'monde Woah
Hermès, Dolce Gaba-Woah
Y a les Woah, gyro chhhh
Mes frères détaillent de la Woah
Peine de Woah, charge le Woah
On les bagarre, on les Woah
You might also like[Couplet 2 : Heuss l'Enfoiré, Kalash Criminel]
J'rentre chez skch
J'récupère mon Woah
J'rappelle mon gars qui m'ramène de la Woah
J'vais sur le rrain-Woah
Faire une sortie comme Woah
Mokri me dit qu'aujourd'hui, c'est gang
J'l'écoute même pas, j'me sers un verre de Woah
J'demande aux Tartins juste d'écrire mon se-Woah
Heuss l'Enfoiré, c'est moi, la grosse mou-Woah
Envoie des mandats à tous les mecs au card-Woah
Ça sent la tate-pa, j'tape une dernière Kha-Woah
J'suis dans les cités, j'travaille comme un ar-sauvage
Artena, PI (skch), le dealer s'est fait Woah avec des kilos, des quettes-pla de ppe-Woah
C'est encore le baveux, celui qui porte la ki-Woah
Qui sort du re-shta pour une maxi kich- Woah

[Refrain : Kalash Criminel & Sofiane]
Tout est Woah, tout est Woah
Sous la cagoule, tout est gang
Tout est Woah, tout est Wouh
93 Empire, tout est Woah
Tout est Woah, tout est Woah
Sous la cagoule, tout est gang
Tout est Woah, tout est Woah
93 Empire, tout est sauvage, sauvage
[Couplet 3 : Soolking]
Elle, moi, c'est comme Heuss et Anita
J't'aime pas mais j'vais rester sympa
Mais Kala et Moha, j'pense pas
Par où j'suis passé, c'est comme un trou noir
À l'époque, personne voulait de moi
Mais moi, moi, moi, j'ai pas perdu la mémoire (gang, gang)
Veni vici, ce putain d'combat
T'es qui ? T'as fait quoi ? J'm'en bats
De Beriz à Kouba, tous mes DZ sont cor-da
Tout est carré, pas besoin d'ce-for
Fallait donner avant
Woah, Woah
Maintenant, c'est d'la suce, mon pote

[Couplet 4 : Vald, Sofiane & Kalash Criminel]
Un SMIC et demi sur la teille, Woah
Trois 9 milli sur la schnek, Woah
Si tu la montes, tu la payes, Woah
9-3, empire du racket, Woah
9-3 Empire sur la tape, Woah
9-3 Empire sur la stèle, Woah
9-3, en pire ou en mieux, Woah
Ouais, neuf grammes en shit ou en beuh ? Woah
Y a du sang français sous la sape italienne, mi-capitaliste, mi-alien
Mi-Super Saiyen, mi-gosse, mi-menace iranienne
Mon écuyer chargeait l'Cayenne
C'est Many, l'ami trahi, qui manie la mitraillette (sauvage, sauvage)
J'écris des chansons hardcore, mi-sataniques, mi-païennes (wouh)
[Refrain : Kalash Criminel & Sofiane]
Tout est Woah, tout est Woah
Sous la cagoule, tout est gang
Tout est Woah, tout est Wouh
93 Empire, tout est Woah
Tout est Woah, tout est Woah
Sous la cagoule, tout est gang
Tout est Woah, tout est Woah
93 Empire, tout est sauvage, sauvage

[Couplet 5 : Sadek, Kalash Criminel]
J'm'endors et j'me réveille dans de la literie en soie (Woah, Woah, Woah)
Ma sœur fait pas la pute, elle fait des études en droit
J'ai mon VVS avec un banquier hongrois (Woah, Woah)
Dans les bons moments, dans les meilleurs endroits
Faites pas les Zampa, on va vous laisser en croix (Woah, Woah)
J'ai la coupe à Goku, demande à Boka
La moitié d'mon repas, c'est ton revenu du mois (Woah)
Ils ont mis des micros, ils ont failli m'avoir (Woah)
Le moteur du GLE a couvert l'son de ma voix (Woah)
Passe à Las Vegas, j'ai pas croisé un baqueux
Que des gérants d'four et des mecs du 9-3 (Woah)
Ouais, des mecs de chez moi (Sauvage)

[Couplet 6 : Mac Tyer]
Vie de scar-la, négro, dans Triple S, Balenciaga (Woah, Woah)
Sur un casse, personne arrive en retard
Ça va streamer ce soir comme une hagra (Woah)
Une légende qui vient pour faire du carnage avec un flingue à barillet, pah-pah (Woah)
Chacun son délire, comme Vald, moi, j'casse la démarche, tah le Glock qui fait ""clic-clac""
Tah le Glock qui fait ""clic-clac""
Tah le Glock qui fait ""clic-clac""
Tah le Glock qui fait ""clic-clac""
Tah le Glock qui fait ""clic-clac""
Vie de scar-la, négro, dans Triple S, Balenciaga (hé, hé)
Sur un casse, personne arrive en retard
Ça va streamer ce soir comme une hagra

[Refrain : Kalash Criminel & Sofiane]
Tout est Woah, tout est Woah
Sous la cagoule, tout est gang
Tout est Woah, tout est Wouh
93 Empire, tout est Woah
Tout est Woah, tout est Woah
Sous la cagoule, tout est gang
Tout est Woah, tout est Woah
93 Empire, tout est sauvage, sauvagerie9Embed"
Soolking Brook,Dounia,"24 ContributorsDounia Lyrics[Couplet 1]
Dounia tous les jours me charme
Telle une femme à qui je donnerai mon âme
Avec elle j'accumule les ennemies
Avec elle j'accumule le haram
Oui on fait du biff, c'est pas le biff qui nous fait
De mes faux amis je me méfie
Ils m'offrent à boire poison dans le rre-ve
Mama je me perds dans cette vie
Mais Hamdoullah tes dou3a me guident
Oui j'ai fait dans l’illicite, mais j'ai fait du bien aussi
La misère m'assassine, et la richesse me fascine
Oui les deux c'est pas facile, 'faut que je reste lucide
J'suis dans le square
T'inquiète on viendra me venger si je me fait buter
Et si je be-tom, j'aurai déjà caché le butin
Tu m'envies, tu jactes sur ma vie
Vie la tienne si tu veux mon avis
Ils sont plein de haine et ils parlent de paix
L'hypocrisie est leur meilleure amie

[Refrain]
Tous les jours ça se répète, tous les jours le même casse-tête ennemies veulent ma peau te-trai veulent ma perte
Tous les jours ça se répète, tous les jours le même casse-tête tous comme la lice-po sur ma vie ils enquêtent
Tous les jours ça se répète, tous les jours le même casse-tête ennemies veulent ma peau te-trai veulent ma perte
Tous les jours ça se répète, tous les jours le même casse-tête tous comme la lice-po sur ma vie ils enquêtent
You might also like[Couplet]
Je connais la débrouille, comme tous mes frères dans la jungle
Jamais cé-su c'est sûr, on finira tous dans un cercueil
D'ici la je veux m'en sortir, vesqui les falsch et les menteurs
Akhi okhti y'a que pour la mif que j'agis avec mon cœur
Algérie mi amor, wladek get3o l'bhour
Ils ne craignent pas la mort, c'est la fierté d'abord
Algérie mi amor, wladek get3o l'bhour
Ils ne craignent pas la mort, c'est la fierté d'abord
J'étais jeune les poches trouées, donc j'arrête de jouer
Demande à Bilel ils voulaient nous voir échouer
Mais j'ai la tête dure comme Pablito de Medellín
Déterminé blédard arbouche de Bériz

[Refrain]
Tous les jours ça se répète, tous les jours le même casse-tête ennemies veulent ma peau te-trai veulent ma perte
Tous les jours ça se répète, tous les jours le même casse-tête tous comme la lice-po sur ma vie ils enquêtent
Tous les jours ça se répète, tous les jours le même casse-tête ennemies veulent ma peau te-trai veulent ma perte
Tous les jours ça se répète, tous les jours le même casse-tête tous comme la lice-po sur ma vie ils enquêtent

Algérie mi amor5Embed"
Soolking Brook,Vida Loca,"29 ContributorsTranslationsEnglishVida Loca Lyrics[Couplet 1]
L’oseille a kidnappé nos âmes
On veut tous rouler en Testarossa
L’oseille sale pervertit nos actes
En vrai on s’fait rouler par le Sheitane cousin
Tu es dans les bracos ou dans la sel3a
Dans le carjack ou bien la coca
J'ai vu les miens périr dans la misèreiya
Ça y est, plus rien n’me choque
Dans cette vie je navigue
Ces fils de falche veulent couler mon navire
J’leur fais la guerre, je ne recule jamais telle une balle de calibre
Une rage immense qui m'anime, oh oui !
J’veux être legendary comme Tupac à Cali
Tu m’parles de cette bitch, tu m’dis qu’elle est saine
Son amour pour toi n’est pas plus vrai que ses seins
Je crois en Dieu non pas en l’homme et ses mensonges
On a tous ce côté malsain, est-ce que tu le sais ?
J’ai fait l’école de la rue, glock dans le cartable
J’ai vu des lions devenir des pauvres chiens d’bâtards
J’ai fait l’école de la rue, glock dans le cartable
J’ai vu des lions devenir des pauvres chiens d’bâtards

[Refrain]
Bloqué entre rêves et cauchemars, vida loca
Un jour on s’aime, un jour on s’fait la guerre, bah ouais !
Bloqué entre rêves et cauchemars, vida loca
Un pied dans le dîn, un pied dans le péché, paumé !
Bloqué entre rêves et cauchemars, vida loca
Un jour on s’aime, un jour on s’fait la guerre, bah ouais !
Bloqué entre rêves et cauchemars, vida loca
Un pied dans le dîn, un pied dans le péché, paumé !
You might also like[Couplet 2]
J’écris des lignes pour déverser ma haine, ma peine
Comme si j’buvais des litres
Et tous les jours je mets des coups d’schalss à mon double diabolique
Que la chance nous sourie, juste une fois comme Mona Lisa !
Vécu instable se lit sur les traits de nos visages
J’ai quelques frères qui marcheraient avec moi-même sur du magma
Parce que la confiance se perd et se gagne qu’une seule fois
Ça parle en « click click paw » dans mon square pour des fucking dollars
Ici chacun pour soi même les p'tits font leur loi, y’a pas d'Savastano
On court après edounia, la mort nous court après
Je te l’ai déjà dit, ici c’est la Jungle akhi
Soit t’es le prédateur ou t’es la proie facile
Oui oui ! On veut tous briller comme des étoiles dans le ciel
Mais à force de vouloir briller, certains de nous s’éteignent
On veut tous briller comme des étoiles dans le ciel
Mais à force de vouloir briller, certains de nous s’éteignent

[Refrain]
Bloqué entre rêves et cauchemars, vida loca
Un jour on s’aime, un jour on s’fait la guerre, bah ouais !
Bloqué entre rêves et cauchemars, vida loca
Un pied dans le dîn, un pied dans le péché, paumé !
Bloqué entre rêves et cauchemars, vida loca
Un jour on s’aime, un jour on s’fait la guerre, bah ouais !
Bloqué entre rêves et cauchemars, vida loca
Un pied dans le dîn, un pied dans le péché, paumé !5Embed"
Soolking Brook,Rockstar,"31 ContributorsRockstar Lyrics[Couplet 1]
Moi ma vie, c'est pas un film et si j'la foire, ça coupe pas
Fils de chien, t'es en dessous de moi, normal que tu me mettes des coups bas
J'ai commencé tout bas, aujourd'hui j'suis tout-par
J'sais que j'ai beaucoup d'ennemis qui veulent me pah comme Tupac
Click paw, nigga die ! Ah lala
Si je m'en sors pas aujourd'hui, nchallah je m'en sortirais ghedwa
Partir loin, loin de tout ça
Loin de ces mauvais souvenirs, moi, j'emmènerai ma maman
Lis dans nos yeux, y a notre histoire
Une vie de chien, donc un vécu de bâtard
J'baisse pas la tête, j'suis Kadhafi, j'suis Saddam
Les traîtres qui crachent dans la soupe, moi, ils mangent pas à ma table

[Refrain]
Elle, elle veut porter mon nom, ouais, mon œil
Elle veut porter du croco, elle m'a pris pour Tory Lanez
Donc je vais rester solo, ma belle
Je vis ma vie comme une rockstar, retiens bien my name
Yeah, yeah

[Couplet 2]
Du poids sur les épaules comme Piccolo, Satan Petit-Cœur
Laisse-moi me barrer sur l'île céleste, l'être humain m'écœure
Ils nous aiment pas, c'est rigolo, ils nous souhaiteraient même la mort
Dis-leur bien qu'on s'en bat les couilles, y a que de Dieu qu'on a peur
Toi, tu crois faire peur à qui ? Dis-moi, zamel, à qui ?
Comme les keufs à 6 du sbah, on va venir te soulever dans ton lit
Oh my God, oh my God, oh my
J'réussis, ils ont mal, ils ont mal, c'est normal
J'suis un blédard, elle me dit que j'fais plus cainri
J'viens des montagnes, bébé, j'suis un vrai djazayri
Et on est tout-par, tout-par, tout-par
J'arrive dans ta ville accueilli comme une rockstar
Pas besoin de leur ce-for, ce-for, ce-for
Juste moi et les miens, on fait notre biff et on harba
Yeah, yeahYou might also like8Embed"
