Artist,Title,Lyrics
Eddy de Pretto,Random,"20 ContributorsRandom Lyrics[Paroles de ""Random""]

[Couplet 1]
Souvent, je mens pour aussi papillonner
Me faire croire que les passants pourraient être tous intéressants
Je m'évente d'admiration, m'extase à l'addiction
D'une phrase ou d'un jeté, de sourires vite interprétés
Souvent, je mens pour faire croire à mon dedans
Qu'il vit démesurément et qu'il peut même plaire à plein temps
Avec juste un ou deux baisers que je chope à l'envolée
Je m'imagine des volcans qui inonderaient mes champs de plaies
Souvent, je mens, je m'excite pour tous les gens
Qui lancent des banals ""attends"" comme ils lanceraient naturellement
Des sextos juste pour jouer avec très peu d'finalité
Quant à moi j'tombe amoureux devant le ""pas le temps"" des gens fougueux
Souvent, je mens et je sais en faire des caisses
Assez lourdes apparemment car elles pèsent tout comme elles restent
Pendant des semaines de galère où je rame à tout défaire
M'émanciper de ses affaires, tiens regarde, je ne sais pas le faire

[Pré-refrain]
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
You might also like[Refrain]
J'ai le cœur random, d'Homme, d'Homme
Je crois en tout ce qui cogne, comme, conne
J'ai pas compris les codes même s'ils m'impressionnent
Fuck si j'ai pas la cote comme ça, je me mens
J'ai le cœur random, d'Homme, d'Homme
Chaque fois que je tombe croque love-love-love
J'ai pas compris les codes même s'ils m'impressionnent
Fuck si j'ai pas la cote comme ça, je me mens

[Couplet 2]
Souvent, je mens encore plus quand il y a R
Je me fais mes films en grand et je fonce même sans critères
Mais il s'avère que ce n'est qu'un plan comme d'habitude je me prosterne
Car se griller est indécent, surtout devant l'imaginaire
Souvent, je mens dans des courses à court de nerf
Ça me donne des jours rêvant d'amour fou et de Minerve
Pour oublier les emmerdes, j'surveille les blogosphères
Tous les détails croustillants qui me mettent encore plus à terre
Souvent, je mens pour m'donner de l'épaisseur
Comme des centaines de manteaux que j'mets pour faire couler la sueur
Car ici, il fait pas chaud et tous ces sauts donnent la chaleur
Avec un tout petit goût de faux qui laisse le tout fade sans saveur
Souvent, je mens pour frétiller en douceur
Me faire bander aisément dans des rêves lourds, et à pas d'heure
Je m'imagine même sans dent, embrasser des jolis cœurs
Qui acceptent bénévolement de se livrer à tous mes leurres
[Pré-refrain]
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
[Refrain]
J'ai le cœur random, d'Homme, d'Homme
Je crois en tout ce qui cogne, comme, conne
J'ai pas compris les codes même s'ils m'impressionnent
Fuck si j'ai pas la cote comme ça, je me mens
J'ai le cœur random, d'Homme, d'Homme
Chaque fois que je tombe croque love-love-love
J'ai pas compris les codes même s'ils m'impressionnent
Fuck si j'ai pas la cote comme ça, je me mens
[Couplet 3]
Car il me manque cette audace
Des prises de positions crasses
Avec des ""je t'aime"" efficaces
Sans les ""je t'baise"" à la ramasse
Il me manque ce petit tact
De sûr d'soi pour que ça marche
En attendant je me mets des races
Puis je crois en tout ce qui se passe
J'crois que j'ai pas compris les bases
Pour qu'autant je galère au max
Mais comme Jacques disait des dames
C'est ton pire ennemi qui est en face
Du coup j'fais comme d'hab je me cache
Et j'm'invente des cœurs qui frappent
En criant des idoles en masse
Tout en les épiant sous mon masque
[Refrain]
J'ai le cœur random, d'Homme, d'Homme
Je crois en tout ce qui cogne, comme, conne
J'ai pas compris les codes même s'ils m'impressionnent
Fuck si j'ai pas la cote comme ça, je me mens
J'ai le cœur random, d'Homme, d'Homme
Chaque fois que je tombe croque love-love-love
J'ai pas compris les codes même s'ils m'impressionnent
Fuck si j'ai pas la cote comme ça, je me mens6Embed"
Eddy de Pretto,Fête de trop,"26 ContributorsFête de trop Lyrics[Paroles de ""Fête de trop""]

[Intro]
Tu sais

[Couplet 1]
Tu sais ce soir j'ai vu, tous les joyaux d'la pop
J'ai même bu à outrance, toute l'absinthe de tes potes
J'ai côtoyé de rares nymphes, pris des rails en avance
Dans des salles bien trop noires, sans lueur d'élégance
D'avantage j'ai serré, mes mâchoires lamentables
Et zélé des amants, des garçons de passage
Que j'ai tenté d'approcher, mais que ma mascarade
A fait fuir lentement, par sa froideur maussade
Alors j'ai rempli ma panse, avec de vives urgences
Autant vives que ivres, sur la piste de danse
J'ai ajusté mes pansements, pour que mes saignements
Soient beaucoup moins apparents, sur la piste d'argent

[Refrain]
C'est la fête de trop
Moi j'l'ai faite, défaite et ça jusqu'au fiasco
C'est la fête de trop
Regarde je luis de paillettes, et me réduis au chaos

[Couplet 2]
Tu sais ce soir j'ai lu, dans mon corps relâché
Le manuel torturé, de cette danse exaltée
J'ai même glissé ma langue dans des bouches saliveuses
Dans de tous petits angles où l'on voit qu'les muqueuses
Puis là je suis rentré, bel et bien les mains nues
Avec cet air déjà vu et l'envie de surplus
J'ai rien trouvé d'précis, excepté d'apparence
Exactement même si demain tout recommence
You might also like[Refrain]
C'est la fête de trop
Moi j'l'ai faite, défaite et ça jusqu'au fiasco
C'est la fête de trop
Regarde je luis de paillettes, et me réduis au chaos
C'est la fête de trop
Moi j'l'ai faite, défaite et ça jusqu'au fiasco
C'est la fête de trop
Regarde je luis de paillettes, et me réduis au chaos
(Danse)
C'est la fête de trop
Moi j'l'ai faite, défaite et ça jusqu'au fiasco
C'est la fête de trop
Regarde je luis de paillettes, et me réduis au chaos4Embed"
Eddy de Pretto,Kid,"26 ContributorsKid Lyrics[Couplet 1]
Tu seras viril, mon kid
Je ne veux voir aucune larme glisser
Sur cette gueule héroïque et ce corps tout sculpté
Pour atteindre des sommets fantastiques
Que seule une rêverie pourrait surpasser

[Couplet 2]
Tu seras viril, mon kid
Je ne veux voir aucune once féminine
Ni des airs, ni des gestes qui veulent dire
Et Dieu sait si ce sont tout de même eux les pires à venir
Te castrer pour quelques vocalises

[Couplet 3]
Tu seras viril, mon kid
Loin de toi, ces finesses tactiques
Toutes ces femmes au régime qui féminisent, groguisent
Sous prétexte d'être le messie fidèle
De ce fier modèle archaïque

[Couplet 4]
Tu seras viril, mon kid
Tu tiendras dans tes mains l'héritage
Iconique d'Apollon, et comme tous les garçons
Tu courras de ballon en champion
Et viendras mon petit héros, historique
[Refrain]
Virilité abusive
Virilité abusive

[Couplet 5]
Tu seras viril, mon kid
Je veux voir ton teint pâle se noircir
De bagarres et forger ton mental,
Pour qu'aucune de ces dames te dirigent vers de contrées roses,
Néfastes, pour de glorieux gaillards

[Couplet 6]
Tu seras viril, mon kid
Tu hisseras ta puissance masculine
Pour contrer cette essence sensible que ta mère,
Nous balance en famille, elle fatigue ton invulnérable
Achille

[Couplet 7]
Tu seras viril, mon kid
Tu compteras tes billets d'abondance,
Qui fleurissent sous tes pieds, que tu ne croiseras jamais
Tu cracheras sans manière en tous sens
Défileras fier et dopé de chair, de nerfs protéiné

[Couplet 8]
Tu seras viril, mon kid
Tu brilleras par ta force physique
Ton allure dominante, ta posture de caïd
Et ton sexe triomphant pour mépriser les faibles
Tu jouiras de ta rude étincelle.
[Refrain]
Virilité abusive
Virilité abusive
Virilité abusive
Virilité abusive

[Outro]
Mais moi mais moi je joue avec les filles
Mais moi mais moi je ne prône pas mon chibre
Mais moi mais moi j'accélèrerai tes rides
Pour que tes propos cessent et disparaissent

Mais moi mais moi je joue avec les filles
Mais moi mais moi je ne prône pas mon chibre
Mais moi mais moi j'accélèrerai tes rides
Pour que tes propos cessent et disparaissent.5Embed"
Eddy de Pretto,Quartier des lunes,"23 ContributorsQuartier des lunes Lyrics[Couplet 1]
Je colonise ton sein pas à pas je domine le reste
Tout ça m'appartient en deux deux et en un seul geste
Tu seras le mien tu verras je serai ta secte
Je t'érigerai, exactement tout comme je l'souhaite (souhaite)
Je marquerai ton cou de mes visqueux suçons
Pour pas que tu coures vers d'autres vices cochons
Je tacherai ta moue et un à un de tes cheveux longs
De mon drapeau rouge et de mes imposants jurons
Tu n'seras que fière quand alors tu joueras les mères
Lorsque je que t'offrirai soudain tout un tas de joyeux gamins
Tu n'auras qu'à faire à l'heure et surtout bien te taire
Tu auras alors à terme une grande envolée de bons points

[Refrain]
La cité des mâles veille sur le quartier des lunes
Elles veulent y faire leurs places et doivent y bouffer du bitume
De peine, de veine, tenaces
Elles brillent d'audace
S'enflamment, un flegme qui brûle, si belles
Bien plus qu'au soleil

La cité des mâles veille sur le quartier des lunes
Elles veulent y faire leurs places et doivent y laisser quelques plumes
De peine, de veine, tenaces
Elles brillent d'audace
S'enflamment, un flegme qui brûle, si belles
Bien plus qu'au soleil
Mh... (Mh...)
You might also like[Couplet 2]
J’épuiserai ta flamme pour remplir mes mains
Du nerf de la guerre et comme un grand malin
Moi je jouerai aux dames, moi je ferai conquête
Sans trop que je tarde, juste un poil malhonnête
Tu seras sans fringues et bien à ma guise
J't'habillerai de rien, juste de poignes possessives
Ils le verront bien qu'la terre est déjà prise
Ils verront mon flingue, oui mieux que ma main mise
J'me chargerai aussi que tu n'aies plus de choix
T’étaleras ainsi tout un tas de lois
Que tu repasseras sans te commander
Car il n'y a que toi qui sait bien les plier
Puis je t'caresserai comme pour t'apaiser
T'imposerai des chutes, pour pas t'révolter
Te bloquerai la nuque sans que tu révulses
Et je serai doux pute
Je serai fou

[Refrain]
La cité des mâles veille sur le quartier des lunes
Elles veulent y faire leurs places et doivent y bouffer du bitume
De peine, de veine, tenaces
Elles brillent d'audace
S'enflamment, un flegme qui brûle, si belles
Bien plus qu'au soleil
La cité des mâles veille sur le quartier des lunes
Elles veulent y faire leurs places et doivent y laisser quelques plumes
De peine, de veine, tenaces
Elles brillent d'audace
S'enflamment, un flegme qui brûle, si belles
Bien plus qu'au soleil

[Pont]
Quoi ? N'as-tu plus besoin de mon torse ?
Quoi ? N'as-tu plus besoin de moi lorsque
Dans la rue tu s'ras seule sans escorte ?
Dis-moi, comment vas-tu faire sans écorce ?

Quoi ? N'as-tu plus besoin de conseils ?
Quoi ? N'as-tu plus besoin de mes règles ?
Entends mes forts je t'aime et te surveille
Tu verras comme dehors c'est sans soleil

[Refrain]
La cité des mâles veille sur le quartier des lunes
Elles veulent y faire leurs places et doivent y bouffer du bitume
De peine, de veine, tenaces
Elles brillent d'audace
S'enflamment, un flegme qui brûle, si belles
Bien plus qu'au soleil
La cité des mâles veille sur le quartier des lunes
Elles veulent y faire leurs places et doivent y laisser quelques plumes
De peine, de veine, tenaces
Elles brillent d'audace
S'enflamment, un flegme qui brûle, si belles
Bien plus qu'au soleil1Embed"
Eddy de Pretto,Normal,"34 ContributorsNormal Lyrics[Couplet 1]
Penses-tu qu'j'suis responsable
Penses-tu qu'tu sors du tas
Penses-tu mais pour qui tu t'prends
Tu te crois saint, t'es juste insultant
Tiens pour une fois, reste sans voix
Et rassure-toi je ne contamine pas
Puis assure-moi qu'avec ton p'tit minois
Tout restera simple et courtois
Nan, ne m'accuse pas, me descend pas
De pédéraste jusqu'au bout des doigts
S'tu veux grincher plus fort que tout
Son rouge vernis et far à joue
Tu tentes de m'tuer de tes remarques
De me vider à coup de hache
Mais jeune homme, sais-tu seulement, que j'me maquille pour t'rentrer dedans ?
Ça y est ça te glace le sang, que tu sois gars ne soit qu'un minime détail
Que tu t'acharnes tout presque comme une dame
Non, ne donne pas ton âme au diable
Et le pire fais attention garçon
Faire joujou dans ton p'tit pantalon
Peut m'provoquer d'fines réactions
Allez tourne-toi dégage, que j'tape le fond

[Refrain]
Je suis complètement normal, complètement banal
Je suis complètement normal, je suis con tellement malade
Je suis complètement normal, complètement banal
Je suis complètement normal, je suis con tellement malade
You might also like[Couplet 2]
Oups, pardon j'ai eu tort
D'habitude je mets des gants
J'ai laissé mes manières dehors
Pour un mec comme moi, c'est étonnant
Car oui, bon j't'ai pas tout dit
Bienvenue là où tu peut faire ta comédie
Surtout jouer a faire ce que tu as envie
A toi de voir si ce soir tu me suis
Sinon insulte-moi et descend-moi
De contre nature ou la belle injure
Ça t'froisse, ça t'coince, ça t'stresse
Allez bouge et serre les fesses
Puis ne reviens plus voir avec tes gros sabots
Pour semer le fiasco en venant ici
En jetant des mots sans parcimonie
Des grands mots qui font froid dans le dos

[Refrain]
Car, je suis complètement normal, complètement banal
Je suis complètement normal, je suis con tellement malade
Je suis complètement normal, complètement banal
Je suis complètement normal, je suis con tellement malade

[Couplet 3]
Sais-tu, certains se font des nœuds d'secours
D'autres fabrique des cabanes de clous
Certains se cachent à travers la foule
Et d'autres, ravis, bien le refoulent
Alors si toi tu t'sens beaucoup plus saint
Dans ta p'tite vie, ton p'tit train-train
Saute-les toutes et trace ta route
Ne t'en fais pas, bel assassin
[Pont]
Je suis complètement normal, complètement banal
Con, tellement malaaaaa...

[Outro]
Es-tu complètement normal ?
Complètement banal ?
Complètement normal ?
Complètement banal ?
Es-tu complètement normal ?
Complètement banal ?
Complètement normal ?
Complètement banal ?
(A-al)7Embed"
Eddy de Pretto,Grave,"23 ContributorsGrave Lyrics[Refrain]
Serre les dents putain, montre que t'es pas un pantin
Tu peux faire c'que tu veux, vas-y explose et fous l'feu
Serre les poings gamin, sans te cacher pour un rien
Tu peux faire simple au lieu de te figer sur ce bleu, hé
Serre les dents putain, montre que t'es pas un pantin
Tu peux faire c'que tu veux, vas-y explose et fous l'feu
Serre les poings gamin, sans te cacher pour un rien
Tu peux faire simple au lieu de te figer sur ce bleu

S'tu veuuuux...

[Couplet 1]
Ce n'est pas grave si tu ne te réveilles pas tout seul
Si à côté de toi c'est un gars et que t'as la larme à l’œil
Ce n'est pas grave si tu te pensais beaucoup trop jeune
Pour que ce sodome te la mette gentiment et sans battle
Ce n'est pas grave si quand tu dors tu rêves trop qu'au lit qu'il te touche, qu'il t'adore tout pareil que ta p'tite copine
Ce n'est pas grave si, encore ce matin au réveil, tu te lèves d'une gaule mais il manque le E de Gaëlle
Ce n'est pas grave si tu t'es surpris à regarder papa
Ce n'est pas grave si tu t'entêtes à dire qu'c'était juste comme ça
Ce n'est pas grave si tu beugue quand tes potos se montrent sans bas
Ce n'est pas grave si t'as chaud et si ça l'devient chaque fois, ah-ah-ah

[Pont]
Sans le vivre, ben ça c'est grave
Et ça c'est pire que rester à mentir dans le sort qu'on se nie tout bas
You might also like[Couplet 2]
Ce n'est pas grave si avant tu disais qu'c'était sordide
Qu'c'était que dans les télé-réalités qu'c'était possible
Ce n'est pas grave si, maintenant c'est devenu ton réel
Qui te revient à la gueule, alors qu't'approches la quarantaine
Ce n'est pas grave si t'as glissé sur le porno d'à côté
Ce n'est pas grave si tu te dis qu'c'était sans faire exprès
Ce n'est pas grave si une bite apparaît sur tous les onglets
Ce n'est vraiment pas grave
Et même si tu commences à bander

[Refrain]
Serre les dents putain, montre que t'es pas un pantin
Tu peux faire c'que tu veux, vas-y explose et fous l'feu
Serre les poings gamin, sans te cacher pour un rien
Tu peux faire simple au lieu de te figer sur ce bleu

S'tu veuuuux...

[Couplet 3]
Ce n'est pas grave si tu aimes mater ton voisin
Plus que des mains dans le dos
Une main dans l'sac et mine de rien
Ce n'est pas grave si tu l'appelles mon p'tit lapin
Et tu effleures son p'tit machin qui corrèle bien avec le tien
Ce n'est pas grave si tu sens des envies passagères qui te restent dans la tête
Plus fort que c'que t'as serré hier
Ce n'est pas grave si, tu stresses quant à la manière dont tu vas dire à ta mif
Tu t'intéresses à des derrières
Ce n'est pas grave si tu penses à sauter ton meilleur ami
Ce n'est pas grave si tu t'avoues qu'Sabrina n'est plus jolie
Ce n'est pas grave si tu regrettes les deux doigts que tu t'es mis
Ce n'est vraiment pas très grave si tu restes focus sur Jimmy, hi-hi-hi
[Pont]
Sans le vivre, ben ça c'est grave
Et ça c'est pire que rester à mentir dans le sort qu'on se nie tout bas

[Couplet 4]
Ce n'est pas grave si tu rougis fort dans les vestiaires
Car tu te sens d'venir tout dur devant le leur qui est à l'air
Ce n'est pas grave si tu préfères la jouer solitaire
Pour toucher dans la cabine une fois pour te la faire taire
Ce n'est pas grave si ta toute première fois était trop sombre
Ce n'est pas grave si ta seconde fois met à jour ta part d'ombre
Ce n'est pas grave si ton énième fois n'est toujours pas féconde
Ce n'est vraiment pas grave même si on t'insulte sur ta tom-om-om-om-ombe

[Refrain]
Serre les dents putain, montre que t'es pas un pantin
Tu peux faire c'que tu veux, vas-y explose et fous l'feu
Serre les poings gamin, sans te cacher pour un rien
Tu peux faire simple au lieu de te figer sur ce bleu
Serre les dents putain, montre que t'es pas un pantin
Tu peux faire c'que tu veux, vas-y explose et fous l'feu
Serre les poings gamin, sans te cacher pour un rien
Tu peux faire simple au lieu de te figer sur ce bleu

S'tu veuuuux...
[Outro]
Sans le vivre, ben ça c'est grave
Et ça c'est pire que rester à mentir dans le sort qu'on se nie tout bas
Et sans le vivre, ben ça c'est grave
Et ça c'est pire que rester à mentir dans le sort qu'on se nie tout bas, hé
Sans le vivre, ben ça c'est graveEmbed"
Eddy de Pretto,Mamere,"15 ContributorsMamere Lyrics[Couplet 1]
Sais-tu ce que tu as fait ?
Mamere Mamere
Tu m’as rendu fort avare
Mamere Mamere
Mes émotions sont en pack
Mamere Mamere
Et tu les castres sans que tu saches
Mamere Mamere
À force de rien laisser paraître
Mamere Mamere
Bah tu les as même mis en cage
Mamere Mamere
À coups de clés bien trop discrètes
Mamere Mamere
Qui n’enferment que ta forte face
Mamere Mamere
Dis-moi ce que tu as fait
Mamere Mamere
De ce que je ne sais défaire
Mamere Mamere
De tous ces petits nœuds trop graves
Mamere Mamere
Qui me pèsent le cœur kilogramme
Mamere Mamere
Promis un jour je serai moins laid
Mamere Mamere
Si seulement j’avais bu ton lait
Mamere Mamere
Peut-être m’aurait-il fait des lacs
Mamere Mamere
De larmes et de baisers en vrac
Mamere Mamere
You might also like[Couplet 2]
Dis-moi ce que tu as fait
Mamere Mamere
Tu m’as rendu moins bavard
Mamere Mamere
T’as fait de mes élans des impasses
Mamere Mamere
Devant l’amour je suis ignare
Mamere Mamere
Cette sensation d’être tout bizarre
Mamere Mamere
Face à ces gens aux bras ouverts
Mamere Mamere
Qui me foutent le ventre en tache
Mamere Mamere
Et qui me sèment un grand bazar
Mamere Mamere

[Couplet 3]
Dis-moi ce que tu as fait
Mamere Mamere
Pour que je reste dur comme fer
Mamere Mamere
Avec ce cœur figé de laque
Mamere Mamere
Mais est-ce à cause de tes impacts ?
Mamere Mamere
Ou peut-être de tes défaites ?
Mamere Mamere
Dont t’as perdu le mot de passe
Mamere Mamere
Avec tes restes de colère
Mamere Mamere
Que tu m’as posé dans mon sac
Mamere Mamere
Je garde tout près du thorax
Mamerde Mamerde
Et je me guinde comme un gang
Mamerde Mamerde
Pour me protéger de tes crasses
Mamerde Mamerde
Qui me reviennent comme des boomerangs
Mamerde Mamerde
Promis un jour je saurai le faire
Mamere Mamere
Te dire ô combien, sans se taire
Mamere Mamere
Mais pour l’instant je fais le fier
Mamere Mamere
Imperméable comme ton grand air
Mamere Mamere
Promis un jour je saurai le faire
Mamere Mamere
Te dire ô combien, sans se taire
Mamere Mamere
Mais pour l’instant je fais le fier
Mamere Mamere
Imperméable comme ton grand air
Mamere Mamere
[Pont]
Non, non
Relève-toi et attends
Ta relève est là
Console la peine que tu gardes en toi
T’es plus trop belle quand t’es au plus bas
Non, non
Oublions tout et attends
Tu ne tiens plus debout
Retrouve ta fougue et tous tes bijoux
Tu brilles de mille feux quand t’es pas à genoux

[Outro]
Mabelle Mabelle [x7]
Promis un jour j’y arriverai
Mamere Mamere [x7]
Promis un jour j’y arriverai
Mamere Mamere
À te regarder tout simplement
Mamere Mamere
Sans en vouloir à terre entière
Mamere Mamere
Un jour je t’appellerai MamanEmbed"
Eddy de Pretto,Honey,"18 ContributorsHoney Lyrics[Intro]
Où es-tu, honey ?
Où es-tu, honey ?

[Refrain]
Ce soir comme tous les soirs
Je sais où tu es
Tu vas aller le voir
Sans me regarder

[Couplet 1]
Tu vas lui faire ta Monroe
Avec la bouche en cœur
Tes hanches sur sa peau
Sous ses mains pleines de vigueur
Tu manieras même le couteau
Jusqu'au creux de ses reins
De vas et viens, bateau
À m'faire tanguer pour rien

[Refrain]
Ce soir comme tous les soirs
Je sais où tu es (Où es-tu, honey ?)
Dans ton long pantalon noir
Et mes attentes fanées
You might also like[Couplet 2]
Tu vas la lui jouer grandiose
En déplaçant des montagnes
Tu feras le sourire qui pose ton odeur sur sa taille
Tu lui brandiras tes proses
Et même que lorsque l'on gagne
Mais là t'as trop pris de rose
Trop pour nos simples retrouvailles

[Refrain]
Ce soir comme tous les soirs
Je sais où tu t'perds (Où es-tu, honey ?)
Tu n'rentreras qu'trop tard
Laissant juste la p'tite lumière

[Couplet 3]
Je vais alors t'écouter
Par dessus le bruit
Tu fais fort pour baiser
Dans les hauteurs d'un si
J'avais les coordonnées
Je tairai vite l'ennui
Je viendrais te chercher
Pour faire tuer tous ces cris

[Refrain]
Ce soir comme tous les soirs
Je sais où tu es
Et je reviens te voir
Voir si tu m'as oublié
[Pont]
(Où es-tu, honey ?)
(Où es-tu, honey ?)

[Couplet final]
Où es-tu passé ?
J'te cherche dans le noir
Ce soir comme tous les soirs
J'aimerais encore te croire
Une fois t'embrasser
Une toute dernière fois
Promis, juré, craché
Je passe à autre chose à l'aube

J'me suis encore fait avoir
Avec tes mots à l'eau
Et tes promesses bâtardes
Qui me font coucher bien tôt
J'te cherche dans le soir
Où l'odeur de tout c’faux
Se retrouve sur le boulevard
De nos espoirs et sans manteaux

Mais où es-tu caché ?
J'te cherche dans le trop-tard
Ce soir comme dernier espoir
J'aimerais enfin t'attraper
Te dire c'que j'ai sur l'cœur là
Te dire toutes mes erreurs là
Te dire combien j'ai peur
Te conter toutes mes larmes versées
S'il te plaît r'viens les boire
Ici y a tout à voir, oui
Ici c'est l'jour tu sais
Y a pas seulement qu'un coup d'un soir dit
Tu n'regretteras jamais
Si tu reviens là t’asseoir
Là où personne sait mieux que moi
Ô grand jamais te regarder

[Outro]
(Où es-tu, honey ?)
J'te cherche dans le noir
(Où es-tu, honey ?)
J'te cherche dans le noir
(Où es-tu, honey ?)1Embed"
Eddy de Pretto,Jimmy,"12 ContributorsJimmy Lyrics[Refrain]
Jimmy, Jimmy, jamais
Jimmy, Jimmy, jamais
Jimmy, Jimmy, jamais
Jimmy, Jimmy

[Couplet 1]
Jamais je n'aurais pensé que l'on serait si proches
J'ai pas bien vu l'été la neige était précoce
J'ai pas mal remonté mes dimanches à la torche
Déchiffrant tes textos, qu'avaient bien trop d'accroche
Fini par être accro, je tente même le divorce
Ton manteau sur le dos, des gouttes de sang en poche
Dégout devant cette porte, t'amènes une sorte de beau
Je n'loupe jamais le coche pour soigner mes bobos, bo bo bo

[Refrain]
Jimmy, Jimmy, j'avais
Jimmy, Jimmy, j'avais
Jimmy, Jimmy, j'avais
Jimmy, Jimmy, j'avais

[Couplet 2]
J'avais trop peu de force pour encore résister
Tu arrivais le torse gonflé comme un guerrier
Avec ton audace folle, ton p'tit sourire en biais
Tu viens comme pour m'sauver, surtout me délivrer
C'qui sent encore le chaud de ton intimité
J'étais tout excité par ce paquet épais
Pour quelques d'billet d'près, t'en as toujours assez
Tant pis si ça m'fait les traits, t'façon j'te rappellerai
Mais, mais, mais
You might also like[Refrain]
Jimmy, Jimmy, j'avoue
Jimmy, Jimmy, j'avoue
Jimmy, Jimmy, j'avoue
Jimmy, Jimmy, j'avoue

[Couplet 3]
J'avoue que dans la nuit, je ne te loupe jamais
Ta vive moto inouïe fait vriller la soirée
Même aux heures de l'oublie t’arrives vite dans l'avalanche
Sur la pente de pluie, t'auras toujours patte blanche
Tu relances la musique, tu ressuscites mes danses
T'amènes tous mes délices sur un grand plateau d'argent
Tu traverses les périphs pour sauver mes urgences
Au rythme de tes périples, je suis ton allégeance

[Refrain]
Jimmy, Jimmy, j'étais
Jimmy, Jimmy, j'étais
Jimmy, Jimmy, j'étais
Jimmy, Jimmy, j'étais

[Couplet 4]
J'étais beaucoup trop deg, j'pensais qu't'allais traîner
J'm'imaginais tandem dépasser comme tempête
T’empeste toujours la fête dans ma cage d'escalier
Ton doux parfum Diesel, oh oui, j'le reconnaîtrai
Parmi toutes ces paillettes que tu laisses s'envoler
Que peut-être même tu perds avec des autres condamnés
T'inquiète pas, j'te surveille ou au combien j't'attendrai
T'es déjà dans mes veines, moi j'te veux dans mes plaies
[Outro]
Jimmy, Jimmy, j'arrête
Jimmy, Jimmy, j'arrête
Jimmy, Jimmy, j'arrête
Jimmy, Jimmy jamais
Je n'aurais pensé que l'on serait si proches
J'ai jamais vu l'été, ta neige était féroceEmbed"
Eddy de Pretto,Beaulieue,"12 ContributorsBeaulieue Lyrics[Couplet 1]
Tu es belle, immense, diverse
Colérique, éclectique, tatouée de nique
Tu parles fort, polémique et crées panique
Tu es violente, sans pitié, cries au pd
Tu es populaire, souriante et quadrillée
Pédagogue, au carré et bétonnée
Tu es aussi craintive de feux plein les yeux, électrique
Tu es fleurie, remplie de pâquerettes et d'incendies

[Refrain]
Oh Beaulieue il vaut mieux que je te quitte
Je file les poches sans fric
Oh Beaulieue bel et bien ma favorite
Je garde toutes tes briques

[Couplet 2]
T'insultes des mères, violes des frères
Te bats pour tes terres, te sens concernée
Comme touchée de la tête aux pieds
Il te pousse des ailes ambitieuses et ravageuses
Que tu dépucelles de haine, de force vénéneuse
Tu es voilée sous un tissu couleur dorée
Sous-estimée, tu brilles de frénésie et de fierté
Sur tout ton corps sont tatouées des perles d'or
Que tu gardes à tort mais flattes la rue, la mise à mort
You might also like[Refrain]
Oh Beaulieue il vaut mieux que je te quitte
Je file les poches sans fric
Oh Beaulieue bel et bien ma favorite
Je garde toutes tes briques

Oh Beaulieue il vaut mieux que je te quitte
Je file les poches sans fric
Oh Beaulieue bel et bien ma favorite
Je garde toutes tes briques

[Pont]
Ici c'est pas pareil tout est bien plus beau
Du pareil au même mais tout est bien plus faux
Ici dans le palais tout est bien plus grand
Dans mon simple appareil mêlé au ricanement des gens

[Refrain]
Oh Beaulieue il vaut mieux que je te quitte
Je file les poches sans fric
Oh beaulieue bel et bien ma favorite
Je garde toutes tes briques

[Outro]
Je garde toutes tes briques
Je garde toutes tes briques
Je garde toutes tes briques
Je garde toutes tes briques2Embed"
