GeniusName,Title,Lyrics,Artist
Green Montana,​beverly hills 90210,"21 Contributors​beverly hills 90210 Lyrics[Paroles de ""beverly hills 90210""]

[Refrain]
Sors de la tempête (tempête), p'tain qu'est ce qu'tu manques de fond
Ne-Gre te met des dettes (t'es bon), toujours réticent quand elle m'tend ses lèvres (hmm Green’zer)
Elle me dit qu'elle serait là même si j'étais pas célèbre (de quoi?)
Je rallume ce fumigène quand le soleil se lève (hey hey)
J'ai pas la hainе, tout le temps c't'oseillе qui m'appelle (yeah)
Ton règne, négro personne s'en rappelle (personne, vraiment)
Gucci, Chanel j'les baise, j'suis toujours dans l'thème (Green'zer, NMR, bitch)
C'est pas la peine de dire qu'tu m'as dans la tête

[Couplet unique]
Bébé tu m'connais aps, tu m'as que sur internet
Je les baise c'est pas méchant, j'ai les che-pos en alerte
J'arrive ils peuvent pas se défendre, j'les entends crier à l'aide
Ouvre ta gueule, fais toi plais’, personne sait vraiment ce qu'on fait
Elle me demande plus, coeur éteint, tu ressens as-p le quart de la pression
Toi t’as aucun honneur, négro j'suis pas en quête du bonheur
Un coeur sur l'pull, Gucci Lanvin, tous les jours un peu meilleur
Mais j'ai quelques changements d'humeur, tu sais j'ai quelques changements d'humeur
Pétasse veut une BBL, une nouvelle paire de seins
Fais attention à mon hoodie Dior qui sèche sur le cintre (hmm)
Greenzer 92i j'écris ce qu'ils ne peuvent te peindre (hmm)
Fais ce cash pose pas de questions
You might also like[Refrain]
Sors de la tempête (tempête), dinguerie si tu manques de fond
Ne-Gre te met des têtes, toujours réticent quand elle m'tend ses lèvres (hmm Green’zer)
Elle me dit qu'elle serait là même si j'étais pas célèbre (de quoi?)
Je rallume ce fumigène quand le soleil se lève (hey hey)
J'ai pas la haine, tout le temps c't'oseille qui m'appelle (yeah)
Ton règne, Négro personne s'en rappelle (Green'zer, NMR)
Gucci, Chanel j'les baise, j'suis toujours dans l'thème (Green’zer, NMR, bitch)
C'est pas la peine de dire qu'tu m'as dans la têteEmbed",Green Montana
Green Montana,BEZOS-PINAULT-BOLLORÉ,"8 ContributorsBEZOS-PINAULT-BOLLORÉ Lyrics[Paroles de ""BEZOS-PINAULT-BOLLORÉ""]

[Intro]
Eh, eh, eh
Oh, pah

[Refrain]
Elle a un gosse, j'lui dis qu'il est pas d'moi (Moi, moi, yah)
Million d'euros chaque mois (Chaque mois)
Elle m'déteste, j'la fuck à chaque fois (Chaque fois, yah)
J'vais pas m'faire tuer par toi (Nan)
Money j'encaisse, billets colorés ('rés), RS, Brabus, AMG
J'ai ce Glock 17 pour m'alléger ('ger), Patek, Rolex au poignet (Yah, yah), eh, eh
Elle a un gosse, j'lui dis qu'il est pas d'moi (Moi, moi, yah)
Million d'euros chaque mois (Chaque mois)
Elle m'déteste, j'la fuck à chaque fois
Money j'encaisse, billets colorés ('rés), RS, Brabus, AMG
J'ai ce Glock 17 pour m'alléger (Yah), Patek, Rolex au poignet (Tou-touh, Greenzer)

[Couplet unique]
Montagne de cash : la seule récompense (Yah, yah)
J'suis impliqué, j'sais bien c'qu'elle en pense
J'fume ce te-sh, il est filtré trois fois (Fois, yah)
Qui peut l'faire à part moi ?
Greenzer, 92i, pétasse, écarte-toi (Toi, toi)
J'vais pas m'faire tuer par toi
Y a sans cesse billets colorés, Bezos, Pinault, Bolloré
J'ai ce Glock 17 pour m'alléger, Patek, Rolex au poignet (Yah, yah, oh)
RS, Brabus, AMG, NMR, pétasse, j'suis PDG (NMR)
J'fume cette Cali, j'me sens léger ('ger, yeah, yeah)
Tout cet argent, j'en ai rêvé
NMR, pétasse, j'suis PDG, Bezos, Pinault, Bolloré (Yeah, Bezos, yeah)
Montagne de cash : la seule récompense (Yah, la seule récompense)
J'suis impliqué, j'sais bien c'qu'elle en pense
You might also like[Refrain]
Elle a un gosse, j'lui dis qu'il est pas d'moi (Moi, moi, yah)
Million d'euros chaque mois (Chaque mois)
Elle m'déteste, j'la fuck à chaque fois (Chaque fois, yah)
J'vais pas m'faire tuer par toi (Nan)
Money j'encaisse, billets colorés ('rés), RS, Brabus, AMG
J'ai ce Glock 17 pour m'alléger ('ger), Bezos, Pinault, Bolloré

[Outro]
NMR (NMR)Embed",Green Montana
Green Montana,BILLIE JEAN,"6 ContributorsBILLIE JEAN Lyrics[Paroles de ""BILLIE JEAN""]

[Refrain]
Tout c'que j'sais faire : suivre la monnaie
Billie Jean sous mes pieds, reste près de nous
Négro, n'essaye pas d'suivre le mouv'
Prie pour ma mif', prie pour ma mama
Jamais ton gars sera comme nous
Équipé, j'attends un paquet de soucis
Tu peux l'faire, regarde comme on roule
Prie pour ma mif', prie pour ma mama

[Couplet unique]
Pété d'flows ennemis, y en a trop
Fuck ces deps, ils ont d'la coke dans les trompes
Détesté, j'suis carrément stone
Monte, t'inquiètе, j'ai la came, j'te la donne
Pour lе temps, tu vas t'y faire, j'espère que t'as bien vidé ma 'teille, yeah
Elle me dit qu'elle se rappelle, des peines au cœur qu'elle a vécu à l'hôtel, yeah
J'ai l'odeur de la beuh du pays
Un piston, change ta vie pour de vrai
Rien que ça pue, j'sens l'orage qui arrive
Paye tes dettes, on va shoote ton corps
J'ai fumé l'zdeh, j'suis dans un bolide
Lequel de ces négros visent mon dos ?
Pour les stupéfiants, les mes-ar, on tombe
Bitch, bitch, bitch, bitch, comprends-moi
Yeah, yeah, là, j'suis pas brisé, yeah
J'ai le corps dans l'vide
Les condés me jalousent dans la ville
La kichta, je l'aime plus que ma baby, yeah
J'vide ce Jack, j'suis die, mon baby, yeah
J'voyais ma vie dans l'crime, yeah
Green Montana, 92izi, oh, yeah, yeah, yeah
You might also like[Pont]
Là, j'suis pas brisé, yeah
J'ai le corps dans l'vide
Les condés me jalousent dans la ville
La kichta, je l'aime plus que ma baby, yeah
J'vide ce Jack, j'suis die, mon baby, yeah
J'voyais ma vie dans l'crime, yeah
Green Montana, 92izi, oh, yeah, yeah, yeah

[Refrain]
Tout c'que j'sais faire : suivre la monnaie
Billie Jean sous mes pieds, reste près de nous
Négro, n'essaye pas d'suivre le mouv'
Prie pour ma mif', prie pour ma mama
Jamais ton gars sera comme nous
Équipé, j'attends un paquet de soucis
Tu peux l'faire, regarde comme on roule
Prie pour ma mif', prie pour ma mamaEmbed",Green Montana
Green Montana,​bissap,"12 Contributors​bissap Lyrics[Paroles de ""bissap""]

[Refrain]
Bébé, faut pas qu'tu fouilles mon téléphone, Green Montaign qui escalade les stades
J't'aime plus trop, t'es un mytho mon reuf, j'démarre après un bissap
J'suis là dans vingt minutes, bitch, envoie l'adresse, que des gros nuages nocifs dans la caisse
Fais pas le Tony, viens pas nous menacer, j'ai ce métal qui va pas te lâcher
Là où tu veux, j'ai d’jà usé cette kichta, nan elle reviendra jamais
Mon bébé j'te veux pas de mal, NMR, mon négro, pas de masque
Le Balmain plein de mapessa, p'tit fils dе tain-p', nan elle reviеndra jamais
Elle dit que j'suis pas normal mais, bébé, j'te veux pas de mal, yeah

[Couplet unique]
Si je t’ai peiné, j'suis pas désolé
Nettoie le fer, je fuck tous tes amis, j'te nique ta mère, ton pote il fait rien
Jamais rassasié, j'le jure sur ma vie, le sun sur ma tête, négro, quand j'la déshabille
Yeah, yeah, j'suis pas ton ami et noirs sont les mains
Les couilles on les porte, fuck la vie d'artiste, la haine moi, je l'ai vu dans ton œil
Nique ta mère, à la conquête du bonheur, le cash me noircit tous les jours que Dieu fait
T'as rien à m'apprendre, j'ai rien à t'envier, nan personne pour m'empêcher de manger
Les enclencher c'est les ordres, je les baise c'est pas des hommes

[Refrain]
Bébé, faut pas qu'tu fouilles mon téléphone, Green Montaign qui escalade les stades
J't'aime plus trop, t'es un mytho mon reuf, j'démarre après un bissap
J'suis là dans vingt minutes, bitch, envoie l'adresse, que des gros nuages nocifs dans la caisse
Fais pas le Tony, viens pas nous menacer, j'ai ce métal qui va pas te lâcher
Là où tu veux, j'ai d’jà usé cette kichta, nan elle reviendra jamais
Mon bébé j'te veux pas de mal, NMR, mon négro, pas de masque
Le Balmain plein de mapessa, p'tit fils de tain-p', nan elle reviendra jamais
Elle dit que j'suis pas normal mais, bébé, j'te veux pas de mal, yeahYou might also likeEmbed",Green Montana
Green Montana,Briquet,"10 ContributorsBriquet Lyrics[Refrain]
Pour la moula j'vais te ziquer
Putain j’perds les potos comme des briquets
Elle elle s'donne pour le fric
Et sa tech' élastique
Pour la moula j’vais te ziquer
Putain j'perds les potos comme des briquets
Oui cette monnaie t'embellit
Ah j'débarque comme Nelly

[Couplet 1]
Chaque fois que j'regarde ces 4 bagues
J'ai ma conscience qui boue de la balance qui bouge
La trace de mes doigts sur son boule l'moment
Penser l'talent pour pousser l’baille
Ouais j’vais vivre ailleurs
J'suis employé seulement pour my money
On veut tout c’qu'y a à Paris ?
Dans la couche, j'construis ma vie
C'est pas cool nan, nan, nan
J’arrive les visages s'décomposent

[Refrain]
Pour le moula j'vais te ziquer
Putain j'perds les potos comme des briquets
Elle elle s'donne pour le fric
Et sa tech' élastique
Pour la moula j'vais te ziquer
Putain j'perds les potos comme des briquets
Oui cette monnaie t'embellit
Oh j'débarque comme Nelly
You might also like[Pont]
Ouais combien c'est, où c'est, question qu'on pose
J'sais qu'ils sont fiers de c'qu'ils ont fait là tout c'est effondré
Les yeux fixent la dégaine j'entends plus les on dit
Tu voulais la ken elle elle voulait rouler en Audi

[Couplet 2]
Chaque fois que j'la regarde
A quatre pattes j'ai la barre
Mais je bouge pour faire plus de moula hé
J'comprends ap j'peux pas
Faire 10 choses à la fois
Non non

[Refrain]
Pour la moula j'vais te ziquer
Putain j'perds les potos comme des briquets
Elle elle s'donne pour le fric
Et sa tech' élastique
Pour la moula j'vais te ziquer
Putain j'perds les potos comme des briquets
Oui cette monnaie t'embellit
Ah j'débarque comme NellyEmbed",Green Montana
Green Montana,BUGATTI BOYS,"8 ContributorsBUGATTI BOYS Lyrics[Paroles de ""BUGATTI BOYS""]

[Refrain]
J'suis loin du bendo, négro, le cul sur un jet ski (Skurt, skurt)
J'viens manger l'game, j'en ai plein les dents, j'suis pas veggie
On soulève des bonnes bad bitches, toutes les ethnies
Elle m'demande combien j'ai dépensé pour ce LV
Le chemin est long, autant qu'on l'fasse dans l'Bugatti (Bébé)
On s'voit pas très souvent, j'ai que le cash dans l'esprit
Ne hausse pas le ton, on va l'faire dans l'AirBnb, han
Reste loin d'mon gang, ouais, fuck un ennemi (Yеah, yeah)

[Couplet unique]
C'est droit devant, bébé, viеns, j't'emmène
N'écoute pas les merdes médiatiques
Ton corps à terre, j'suis M.D.R, kichta dans un élastique
J'ai qu'mes cojones, mes défauts, j'connais pas la suite
VVS comme à Londres, 92i alignement
Dégage ma vue, petit tapin, NMR, fuck gouvernement (Yeah, yeah)
J'dois revendre, elle me dit : ""Stop""
J'vais vider c'chargeur sur un opp (Yeah)
On te baise, t'es pas le sang, moi, j'baraude dans la nuit (Moi, j'baraude dans la nuit)
Dépense encore des sommes, pour maman, du Vuitton Louis (Yeah, yeah)

[Pont]
Yeah, autant qu'on l'fasse dans l'Bugatti
On s'voit pas très souvent, j'ai que le cash dans l'esprit
Ne hausse pas le ton, on va l'faire dans l'AirBnb
Han, moi, j'aime que mon gang, ouais, fuck un ennemi
You might also like[Refrain]
J'suis loin du bendo, négro, le cul sur un jet ski (Skurt, skurt)
J'viens manger l'game, j'en ai plein les dents, j'suis pas veggie
On soulève des bonnes bad bitches, toutes les ethnies
Elle m'demande combien j'ai dépensé pour ce LV
Le chemin est long, autant qu'on l'fasse dans l'Bugatti (Bébé)
On s'voit pas très souvent, j'ai que le cash dans l'esprit
Ne hausse pas le ton, on va l'faire dans l'AirBnb, han
Reste loin d'mon gang, ouais, fuck un ennemi (Yeah, yeah)Embed",Green Montana
Green Montana,CALIFORNIA,"9 ContributorsCALIFORNIA Lyrics[Paroles de ""CALIFORNIA""]

[Refrain]
J'ai que ma bite et mon joujou, viseur sur toi, négro, tou-touh
Nique ta mère, pas d'merci pour tout, California, je vois tout flou
J'sais pas c'que c'est d'abandonner, cette life t'as pas idée du prix
T'es une pétasse, j'peux pas t'avancer, j'vais t'baiser, d'où j'suis, t'as pas pied

[Post-refrain]
Mmh, mmh, tout droit négro, j'les reverrai never
Mmh, mmh, mmh, mmh, c'est Green Montaign, j'la baise quand je veux
Mmh, mmh, tout droit négro, j'les reverrai never
Hum, mmh, mmh, fais confiance a personne, nan, nan

[Couplet 1]
J'ai plein d'blessures mais, j'mets pas d'pansements, c'est mort, nan, nan, nan
Tout droit, j'suis précis, ouais, des ennemis sur le té-c' et derrière-moi
Elle dit que Green a le Diable en lui, yeah, yeah
Sur la tête de ma mère, ils ont rien vu d'leurs vies
Oui, des pieds à la tête, Gucci, j'aime cette pute car elle a plein d'copines
Dégaine presque inhumaine, oui, Greenzer à bord d'un Lamborghini
Millions d'euros puis j'rejoins la mort, ça va nulle part c'que tu racontes, yeah, yeah
Green Montain, yeah, charbon comme personne, si j'm'arrête, j'tombe

[Refrain]
J'ai que ma bite et mon joujou, viseur sur toi, négro, tou-touh
Nique ta mère, pas d'merci pour tout, California, je vois tout flou
J'sais pas c'que c'est d'abandonner, cette life t'as pas idée du prix
T'es une pétasse, j'peux pas t'avancer, j'vais t'baiser, d'où j'suis, t'as pas pied
You might also like[Post-refrain]
Mmh, mmh, tout droit négro, j'les reverrai never
Mmh, mmh, mmh, mmh, c'est Green Montaign, j'la baise quand je veux
Mmh, mmh, tout droit négro, j'les reverrai never
Hum, mmh, mmh, fais confiance a personne, nan, nan

[Couplet 2]
On n'est pas les mêmes, on n'est pas les mêmes, j'aime que ma famille le reste, je l'oublie
Deux balles pour un sac Louis, j'sais bien où tout ça va mener
J'résonne qu'une fois dans l'année, accumule chaque jour d’la haine pour l'ennemi
Des vrais frères, négro, t'en n'as pas mille, négro, t'es bon qu'à mettre la bouche
Green Montana, négro, la vie en rouge
Dans sa tte-ch', j'y vais jusqu'au bout, p'tit pédé, faut qu'tu restes loin de nous, yeah
Que des drames, que des grammes, éduqué par la force ma mama
T'es une 'tasse, ouais, t'es même pas un homme, ok, j'te laisse en bas, t'es encore bloqué

[Refrain]
J'ai que ma bite et mon joujou, viseur sur toi, négro, tou-touh
Nique ta mère, pas d'merci pour tout, California, je vois tout flou
J'sais pas c'que c'est d'abandonner, cette life t'as pas idée du prix
T'es une pétasse, j'peux pas t'avancer, j'vais t'baiser, d'où j'suis, t'as pas pied

[Post-refrain]
Mmh, mmh, tout droit négro, j'les reverrai never
Mmh, mmh, mmh, mmh, c'est Green Montaign, j'la baise quand je veux
Mmh, mmh, tout droit négro, j'les reverrai never
Hum, mmh, mmh1Embed",Green Montana
Green Montana,CAMÉRA,"10 ContributorsCAMÉRA Lyrics[Paroles de ""CAMÉRA""]

[Refrain]
Loin devant (Yeah), j'ai laissé, ils ont préféré dormir (Yeah)
Elle et moi (Yeah), toute la night avec une honey (Yeah)
Greenzer, tu sais, j'préfère qu'ils m'détestent, j'les laisse dans la jalousie (Brr)
T'es partie, ne reviens jamais, j'fume cette ppe-f', j'suis amour peace
C'est pas demain (Non) que j'retombe, que j'retends la main, yah
Greenzer est là (Greenzer), bébé, si tu veux, on l'fait devant la caméra (Yah, yah)
Caméra, yеah-yeah, caméra (Yah, yah)
Caméra, yeah-yeah

[Couplet unique]
Loin dеvant (Yeah), j'ai laissé, ils ont préféré dormir (Dormir)
Elle et moi (Brr), toute la night avec une honey (Brr)
Greenzer, tu sais, j'préfère qu'ils m'détestent, j'les laisse dans la jalousie (Brr)
T'es partie, ne reviens jamais, réussi tout c'que j'entreprends
Si t'es déter', mon reuf, NMR, y a un poste qui t'attend (NMR)
C'que j'te confie, ne l'oublie jamais, pétasse, c'est important (Yeah)
92i, Greenzer (Yeah), moi, j'm'en bats les couilles de leur équipe de trans' (NMR)
C'est qu'des tasses-pé, l'industrie, haineux, t'y connais rien, moi je passe ma vie dedans (Yo)
Je navigue en mer, j'fais qu'tester mes limites (Limites)
Manque d'argent (Yeah) fait en sorte que j'peux pas m'endormir (Brr)
Ils se rappelleront de mon nom, laisserai leur corps en dessous d'un pont
Ouais, le soir, elle m'appelle pour une dose, pour mama, j'amène du Louis Vuitton (Ouh)
Bébé, il m'reste tant d'ennemis (Tou-touh)
Le temps d'un instant, j'oublie tout dans cette Henny (Yah, tou-touh)
Greenzer, pétasse, vaut mieux nous tuer, sur le sommet j'arrive à temps (Greenzer)
Plus de tâches de sang, jamais d'stop, tout droit, pas de clignotant
You might also like[Refrain]
Loin devant (Yeah), j'ai laissé, ils ont préféré dormir (Yeah)
Elle et moi (Yeah), toute la night avec une honey (Yeah)
Greenzer, tu sais, j'préfère qu'ils m'détestent, j'les laisse dans la jalousie (Brr)
T'es partie, ne reviens jamais, j'fume cette ppe-f', j'suis amour peace
C'est pas demain (Non) que j'retombe, que j'retends la main, yah
Greenzer est là (Greenzer), bébé, si tu veux, on l'fait devant la caméra (Yah, yah)
Caméra, yeah-yeah, caméra (Yah, yah)
Caméra, yeah-yeahEmbed",Green Montana
Green Montana,Ça recommence,"14 ContributorsÇa recommence Lyrics[Paroles de ""Ça recommence""]

[Refrain]
Poids sur les épaules, il se s'rait déjà barré
Maintenant j'sais même plus c'qui est bon, on m'dit pète les barrières
J'fais la guerre à ces fils de... c'est chaud, rafaler leurs mamans
La police encore plus sur nos côtes, j'revends à chaque parole
Le soleil se lève, ça recommence, et ça recommence
À ton avis lequel va planter ton dos ?
Et ça recommence, et ça recommence
Tu sais que dégainer vaut plus que le mot
Y'avait plus trop d'espoir nan, nan, nan, nan, nan, nan
Nan, nan, nan plus trop d'espoir nan, nan, nan, nan, nan
Nan, nan, nan

[Couplet 1]
Le dixième pli' du soir
Encore j'remplis le sac
Et quand elle se rhabilla
J'suis comme un animal
Vers l'au-delà j'penche
C'est pas à toi que j'pense
On te retrouve mort
Ou a quatre pattes à oualpé
Zeb dans un polo
Tu vois pas que je me fais solo ?
Vrai que sa chatte me manque
C'est vrai que le cash me manque
Pris dans l'avalanche
Eux, ils ont pas de plan
Comme elle a pas le temps
Jamais eu de vacances
You might also like[Pont]
Si je touch j'perds ma main
Elle et moi rime à rien
Au fond je sais qu'il y a
Aucun autre moyen
Si je touch j'perds ma main
Elle et moi rime à rien
Viseur sur toi, han
Regard vide et puis basta

[Refrain]
Poids sur les épaules, il se s'rait déjà barré
Maintenant j'sais même plus c'qui est bon, on m'dit pète les barrières
J'fais la guerre à ces fils de... c'est chaud, rafaler leurs mamans
La police encore plus sur nos côtes, j'revends à chaque parole
Le soleil se lève, ça recommence, et ça recommence
À ton avis lequel va planter ton dos ?
Et ça recommence, et ça recommence
Tu sais que dégainer vaut plus que le mot
Y'avait plus trop d'espoir nan, nan, nan, nan, nan, nan
Nan, nan, nan plus trop d'espoir nan, nan, nan, nan, nan
Nan, nan, nanEmbed",Green Montana
Green Montana,Ces Gars Là,"3 ContributorsCes Gars Là Lyrics20 heures sur la montre, on file la drogue
J'ai temps rêvé de la Vida Loca, et gratter des textes jusqu'à l'aube
Défoncé, j'parle à ma kush, c'est des cons ces gars là
En survet' j'me balade
20 heures sur la montre, on file la drogue
J'ai temps rêvé de la Vida Loca, et gratter des textes jusqu'à l'aube
Défoncé, j'parle à ma kush, c'est des cons ces gars là
En survet' j'me balade

Démarre en dеuxième ces [?] me suit, avant dе bouger j'ai caché mes sous
Et toujours pété de la veille, j'mets be-her dans la feuille
Les poulets tourne un max, sont assez, mon gars Chico sur le rrain-te
Rien à branler de ta gov', de ta pouf, à l'école que des gros zéro pointé
Ils font mal au crane c'est trop, le passé dans le rétro, j'suis dans un dél' serieux
Et demain j'en sais rien, tu sais, gros, les plus grands se levait tôt
Casse pas les couilles frère, visser cette me me-ca toujours dans les temps
Comme Gustavo Fring, elle kiffe quand je lui tiens la main
Souvent absent quand elle a mal, aveuglé tenté par la maille
Fait le mort que quand elle appelle, ramasse les culs de joint à la pelle
J'me balade avec ma paire de couilles, et ma paire de Nike Air
La bi'-bi', j'la connais par cœur (la bi'-bi', j'la connais par cœur)

20 heures sur la montre, on file la drogue
J'ai temps rêvé de la Vida Loca, et gratter des textes jusqu'à l'aube
Défoncé, j'parle à ma kush, c'est des cons ces gars là
En survet' j'me balade
20 heures sur la montre, on file la drogue
J'ai temps rêvé de la Vida Loca, et gratter des textes jusqu'à l'aube
Défoncé, j'parle à ma kush, c'est des cons ces gars là
En survet' j'me baladeYou might also likeEmbed",Green Montana
Green Montana,CHAQUE JOUR DE LA SEMAINE,"11 ContributorsCHAQUE JOUR DE LA SEMAINE Lyrics[Paroles de ""CHAQUE JOUR DE LA SEMAINE""]

[Intro]
Elle s'demande où je l'emmène, j'lui dis d'jamais s'arrêter
Million d'euros à la clé, j'ai mon armure, mon épée

[Pré-refrain]
Je la termine sur le sol, elle me parle d'avenir à deux
Négro, c'est pas un jeu, sur moi, j'ai encore un feu
Pas l'temps, faut cette kichta maintenant, des kil' de ppe-f', j'te ramène
Elle dit que j'suis plus le même quand j'ai cette gue-dro dans les vеines, yeah

[Refrain]
Mmh (Yeah), niquеr des mères c'est le thème
J'aime quand elle m'appelle, quand elle a b'soin qu'je la ken (Yeah)
Yeah, enfoiré, c'est le thème
Elle me demande d'augmenter la dose chaque jour de la s'maine (Yeah, chaque jour de la s'maine)

[Couplet unique]
Nous, c'est droit devant, moi, fils de pute, j'meurs comme un homme
T'es très décevant, tout ça pour vendre moins d'cent albums
Quand j'arrive, ça sent toujours la ganja comme jamais, jamais
Tu n'as pas de camp, me fais pas jurer sur ma mère
Pétasse, le monde sous mes pieds, toi et moi dans l'Audi TT
Tout l'temps j'fonce mais une fraction d'seconde, son nom : j'sais même plus l'épeler
Californienne pour soigner mes plaies
On sait bien comment ça s'passe, jamais j'leur demanderai de m'aider, han-han
You might also like[Pré-refrain]
Je la termine sur le sol, elle me parle d'avenir à deux
Négro, c'est pas un jeu, sur moi, j'ai encore un feu
Pas l'temps, faut cette kichta maintenant, des kil' de ppe-f', j'te ramène
Elle dit que j'suis plus le même quand j'ai cette gue-dro dans les veines, yeah

[Refrain]
Mmh (Yeah), niquer des mères c'est le thème
J'aime quand elle m'appelle, quand elle a b'soin qu'je la ken (Yeah)
Yeah, enfoiré, c'est le thème
Elle me demande d'augmenter la dose chaque jour de la s'maine (Yeah, de la s'maine)Embed",Green Montana
Green Montana,COCAÏNE COWBOY,"8 ContributorsCOCAÏNE COWBOY Lyrics[Paroles de ""COCAÏNE COWBOY""]

[Refrain]
Cocaïne dans le sachet, bébé, les autres n'ont pas la même, yeah
J'investis un Glock 17, pétasse, j'ferme les volets, yeah
J'peux pas t'mettre en cloque, oh bébé, tant que j'suis on job, yeah
Ils nous voient dans l'top, 92i, infection dans l'globe

[Post-refrain]
J'sais que la vente de drogue et la musique la rendent malade
Tu sais, même quand ça sent pas bon, j'te dis toujours : ""Mon négro, ça va"", yah
Fils de pute, toi t'es nul à chier, moi je sais déjà si pour toi ça marchе, nan, yah
J'suis défoncé, pétasse, moi, j'ai mélangé le shit et la saladе, yah

[Couplet unique]
J'suis là quand elle a envie d'sexe, faudra juste un peu d'temps qu'ils comprennent
La Cali est forte, t'explose le crâne, pétasse, j'fais la photo avec un fan
J'fume cette ppe-fra, elle m'est prescrit, j'sors de l'avion avec Zo et Jet Ski
J'suis un rappeur, dis-le au détective, tu veux un llet-bi, faut que j't'esquive, eh
De Gucci j'suis sapé, salope, pour moi, y a pas de remède
Mon négro, j'fais en sorte de jamais voir leurs mères dans l'top, yah
Fais pas d'gestes déplacés, moi, j'ai le cœur grillé, cassé
P'tit con, assieds-toi, jambes croisées, ces salopes ne peuvent pas m'croiser, nan

[Refrain]
Cocaïne dans le sachet, bébé, les autres n'ont pas la même, yeah
J'investis un Glock 17, pétasse, j'ferme les volets, yeah
J'peux pas t'mettre en cloque, oh bébé, tant que j'suis on job, yeah
Ils nous voient dans l'top, 92i, infection dans l'globe
You might also like[Post-refrain]
J'sais que la vente de drogue et la musique la rendent malade
Tu sais, même quand ça sent pas bon, j'te dis toujours : ""Mon négro, ça va"", yah
Fils de pute, toi t'es nul à chier, moi je sais déjà si pour toi ça marche, nan, yah
J'suis défoncé, pétasse, moi, j'ai mélangé le shit et la salade, yahEmbed",Green Montana
Green Montana,COMME TIME BOMB,"11 ContributorsCOMME TIME BOMB Lyrics[Paroles de ""COMME TIME BOMB""]

[Refrain]
Niquer ta mère, aucun temps d'latence, tous tes coups d'traître finissent par s'apprendre
T'es un fils de pute, on peut pas s'entendre, j'parle tout seul, j'sais qu'les morts m'entendent
Les mains sales que j'peux pas laver, c'que j'ai, y a aucun négro qui peut t'l'amener
J'suis honnête, j'te dis pas ça en mal, c'est encore d'la cocaïne qu'on emballe
J'vois ces putеs dans ma lunette, bébé, parle pas avеc eux, ils sont pas honnêtes
J'vais te laisser mais tu vas t'en remettre, elle a prit ses affaires pendant qu'j'dormais
La peur : seul moyen d'pression, toi, tu parles fort, fais attention
J'vois pas le passé, ni le présent, bébé, tes sapes faut que t'enlèves

[Couplet unique]
J'suis solide jusqu'à la fin, nous on marquera l'histoire comme Time Bomb
J'sens la fumée pénétrer mes poumons, bébé, bande de gauche, je roule à fond
On trouvera le temps d'compter tout ça, pétasse, jamais été sur le banc
Bébé, j'ai un flingue comme à l'armée, avec moi, ta soirée sera étoilée
Faut qu'tu fermes ta gueule, j'dois rouler, envoyer des bastos sur l'rap français
Je fais tout pour l'gang, partage pas mon air, ni ici, ni dans la vie d'après
J'viens pour fermer l'jeu, j'me soucis pas des ennemis en vrai
J’ai jamais pu attendre, bitch, MELANCHOLIA, Green arrête plus d'monter

[Refrain]
Niquer ta mère, aucun temps d'latence, tous tes coups d'traître finissent par s'apprendre
T'es un fils de pute, on peut pas s'entendre, j'parle tout seul, j'sais qu'les morts m'entendent
Les mains sales que j'peux pas laver, c'que j'ai, y a aucun négro qui peut t'l'amener
J'suis honnête, j'te dis pas ça en mal, c'est encore d'la cocaïne qu'on emballe
J'vois ces putes dans ma lunette, bébé, parle pas avec eux, ils sont pas honnêtes
J'vais te laisser mais tu vas t'en remettre, elle a prit ses affaires pendant qu'j'dormais
La peur : seul moyen d'pression, toi, tu parles fort, fais attention
J'vois pas le passé, ni le présent, bébé, tes sapes faut que t'enlèvesYou might also like2Embed",Green Montana
