GeniusName,Title,Lyrics,Artist
Green Montana,COMME UN AIMANT,"9 ContributorsCOMME UN AIMANT Lyrics[Paroles de ""COMME UN AIMANT""]

[Intro]
FREAKEY! (FREAKEY!)
FREAKEY! FREAKEY!
Yeah, yeah

[Refrain]
Sors d'la galère, uh
Regarde pas les gens (regarde pas les gens)
C'est pas facile, pétasse t'es pas mon style
Si ton legging pend
Elle voudrait qu'on se détende
Jamais dit que j'avais l'temps (jamais, jamais)
Toi nique ta race, ma médecine, ganja paire de Dior, ouh
Sans (yeah), love, jamais je m'endors
Ma monnaie d'échange, ma bite dans ta gorge
J'ai rêvé qu'j'trouais le corps d'un agent
J'me lave lеs mains quand j'ai vidé la chop
J'veux juste te kеn, j'suis pas ton baby boy
Yeah, yeah, yeah, yeah, yeah, yeah, uh, mm-hmm

[Couplet unique]
J'sors de la galère, j'viens du fond
.45, j'peux pas manquer mon shot (.45)
Plus jamais ils m'parlent de la sorte
J'attire les problèmes, négro
Comme un aimant (ouh)
Negro faut qu'j'm'en sorte, j'la baise comme si c’était Nicki Minaj (yeah, yeah)
Ma pétasse est bonne sans fond de teint
Vend cette came, négro les phares éteins (ouh)
Pétasse, Gucci, Dior comme médicament (ouh)
M'dis pas impossible, moi j'vois les choses en grand (ouh)
Un shoot sous la pluie, négro, c'est réel
Il m'faut billets violets, verts, yellow (ouh)
VVS, Green, superhéro (ouh)
Petasse ne joue pas avec le B-MO (ouh)
Me déçoit pas dans mes plans, j'reviens bientôt (ouh)
Ca chauffe, faudra allumer, s'il faut
H31 j'fais que gazer mes poumons
On va t'niquer ta mère t'es qu'un puto
Pour le gang je vais ramener le roro
J'enfume la piece seul avec ce joint de ne-jau
Baby girl, si t'es seule, tu peux reste chez moi (ouh)
Fais du cash ou ferme ta gueule me parle pas chinois
Negro sur les poignets, sur le cou de l'or
Tous les mois j'dois changer d'numéro
J'résonne pas, je fume d'la super beuh
Négro ces fils de lâches m'ont mit l'oeil
Charbonne tous les jours, comme t'as pas idée
Pas un de ces négros est humble
Il m'faut juste quelques millions, j'vais pas mentir
J'viendrai armer quand les ennemis dorment
J'vois pas ma vie ailleurs que dans un Porsche
J'connais le prix, pétasse, la vie est moche, uh, yeah, yeah
You might also like[Refrain]
Sors d'la galère (brr), uh
Regarde pas les gens (regarde pas les gens)
C'est pas facile, pétasse t'es pas mon style
Si ton legging pend
Elle voudrait qu'on se détende
Jamais dit que j'avais l'temps (jamais, jamais)
Toi nique ta race, ma médecine, ganja paire de Dior, ouh
Sans (yeah), love, jamais je m'endors
Ma monnaie d'échange, ma bite dans ta gorge
J'ai rêvé qu'j'trouais le corps d'un agent
J'me lave les mains quand j'ai vider la tchoin
J’vais juste te ken, j'suis pas ton baby boy
Yeah, yeah, yeah, mm-hmmEmbed",Green Montana
Green Montana,​dashboard,"17 ContributorsTranslationsEnglish​dashboard Lyrics[Paroles de ""dashboard"" ft. ISHA]

[Refrain : Green Montana]
Le temps presse faut qu'je prenne le large
Ils s'endettent, j'leur laisse même pas de marge
Bateau coule, j'crois qu'le moteur est naze
Ils font R, ils n'ont même pas les bases
Cette monnaie, j'l'emmène pas dans la tombe
La concurrence, en dessous de mes pompes
J'sais où j'vais, j'crois pas que je me trompе
Blessé mais Greenzer' jamais ne tombе

[Couplet 1 : Green Montana]
Intérieur cuir, calibre dans la boîte à gants
Pétasse, j'ai des chaînes et de l'or sur les dents
Pétasse, j'serais déjà millionnaire en franc
Percocet, personne comprend
Fuck les keufs, j'transpire encore
J'ai oublié ma conso' dans la loc'
J'tire pas sur ton joint, tu fumes de la gomme
Greenzer' jamais j'reprends ce que je donne
Ils ont rien à faire, ils parlent de moi
J'fais ce biff', maman est fière de moi
J'prends ce sac, aucun doute sur le poids
Ils sont dus-per, je leur ouvre la voie
Sors les talles si tu veux que je pose ma voix
Et cette oseille n'a fait qu'amplifier ma foi
Vis ma vie comme si y avait pas de loi
Je vis ma vie comme si y avait pas de loi
You might also like[Refrain : Green Montana]
Le temps presse faut qu'je prenne le large
Ils s'endettent, j'leur laisse même pas de marge
Bateau coule, j'crois qu'le moteur est naze
Ils font R, ils n'ont même pas les bases
Cette monnaie, j'l'emmène pas dans la tombe
La concurrence, en dessous de mes pompes
J'sais où j'vais, j'crois pas que je me trompe
Blessé mais Greenzer' jamais ne tombe

[Couplet 2 : ISHA]
Cet été, j'étais à New-York (Hey), on a croisé des mecs du Bronx (Du Bronx), ils nous ont pris pour des mecs du Bronx
Une voiture assez chère, tu peux mettre l'électrique et tu peux mettre le gaz, bro'
Et y a le même véhicule représenté en 3D qui roule sur le dashboard
Fast, fast life c'est, nos vies, j'suis avec des p'tits et des O.G (Hey)
Tu parles mal comme un commis d'office (Commis d'office) qui veut libérer un semi-grossiste
Ça rode sur le périph', équipe suspecte, immatriculée en Belgique
Putain d'merde, le shit de Paname me rend particulièrement lazy (Damn)
Ma mission, prendre soin d'ma p'tite famille (Oui), chef de ménage comme Trick Daddy
J'te déconseille vivement d'faire comme moi, c'est mieux d'écouter c'que 6ix t'as ditEmbed",Green Montana
Green Montana,DÉÇU*,"1 ContributorDÉÇU* Lyrics[Paroles issues d'un extrait]

[Paroles de ""DÉÇU*""]

[Couplet ?]
Quelques paquets, j'fais la to-ph', j'ai qu'une seule life
Je dis : ""Ça flingue"", nique sa mum, juste quelques llets-bi et j'me casse en Hollande
Tout pour l'gang, eux, ils sont fake, j'les éteins dès la naissance
Guettent mes failles, je les baise, j'ai qu'une seule life

[Refrain ?]
Souvent, j'suis déçu, va comprendreYou might also likeEmbed",Green Montana
Green Montana,DIAMANT,"8 ContributorsDIAMANT Lyrics[Paroles de ""DIAMANT""]

[Refrain]
Des vrais bitches, ouais, de vrais diamants (Diamants)
Elle me dit qu'j'suis plus l'même qu'avant (Qu'avant)
Ils ont pas le même talent (Han, han)
J'suis dans ce film, c'est moi qui tiens l'volant
Fonce-dé, pas envie d'parler (Parler)
Pétasse, ma bite sur ton palais (Palais), yeah
Ils tournent en rond, c'est pas carré (Carré)
Bébé, moi, j'roule à fond, jamais garé (Garé)
Des vrais bitches, ouais, de vrais diamants (Diamants)
Elle me dit qu'j'suis plus l'même qu'avant (Yeah, yeah)
Pas l'même talent (Talent)
J'suis dans ce film, c'est moi qui tiens l'volant (Tiens l'volant)
Si tu m'suis, faut tu saches : c'est bre-som (Yеah)
À bout d'force, négro, j'vais quand même cherchеr c'billet (Billet)
Fils de pute, dis pas qu'on s'ressemble, yeah
À bout d'force, négro, j'vais quand même chercher c'billet

[Couplet unique]
Elle me dit qu'j'suis plus l'même qu'avant
Ils ont pas le même talent
J'suis dans ce film, c'est moi qui tiens l'volant
Bébé jamais tu verras l'danger, nique ta mère
Personne m'a donné à manger
Reste sur le té-cô, bitch, j'ai tout c'poids sur les épaules, bitch
Ne m'suis pas, mauvais négro, bitch
Nique ta mère, personne m'a donné à manger
Fonce-dé, pas envie d'parler, yeah
Pétasse, ma bite sur ton palais, yeah
Ils tournent en rond, c'est pas carré
Bébé, moi, j'roule à fond, jamais garé
Fils de pute, dis pas qu'on s'ressemble yeah
À bout d'force, négro, j'vais quand même chercher c'billet
You might also like[Refrain]
Des vrais bitches, ouais, de vrais diamants  (Diamants)
Elle me dit qu'j'suis plus l'même qu'avant (Qu'avant)
Ils ont pas le même talent (Han, han)
J'suis dans ce film, c'est moi qui tiens l'volant
Fonce-dé, pas envie d'parler (Parler)
Pétasse, ma bite sur ton palais (Palais), yeah
Ils tournent en rond, c'est pas carré (Carré)
Bébé, moi, j'roule à fond, jamais garé (Garé)
Des vrais bitches, ouais, de vrais diamants (Diamants)
Elle me dit qu'j'suis plus l'même qu'avant (Yeah, yeah)
Pas l'même talent (Talent)
J'suis dans ce film, c'est moi qui tiens l'volant (Tiens l'volant)
Si tu m'suis, faut tu saches : c'est bre-som (Yeah)
À bout d'force, négro, j'vais quand même chercher c'billet (Billet)
Fils de pute, dis pas qu'on s'ressemble, yeah
À bout d'force, négro, j'vais quand même chercher c'billet

[Outro]
Des vrais bitches, ouais, de vrais diamantsEmbed",Green Montana
Green Montana,DUCCI 3,"5 ContributorsDUCCI 3 Lyrics[Paroles de ""DUCCI 3""]

[Refrain]
Ne-Gree en Gucci, Dior, la bitch fouille dans mon phone
Prends ta dose, coke, weed, on vend
Faut du cash, j'ai la stup' dans l'dos
Shit dans les poches de ma veste
J'suis dans le film, je te promets d'les faire
Termine un clip, j'fume un pli dans un Benz
Tu veux du taff ? Y a du taff dans la verte
VVS, diamants, regarde de près
J'fais qu'du cash, on rêve de t'éliminer
Fume de la cookie, j'suis bien dans ses fesses
J'ramène du Gucci, Dior à ma mère
J'ai la pure, bitch, viеns dans la caisse
Pour le gang, on va te shootеr la tête
J'souris quand un condé meurt
Donne le cash en attendant mon heure

[Couplet unique]
Smoke ces négro, pour toi, pas de cœur
Fuck la planète, tout-par, d'ailleurs
Négro, toujours envie d'pétasses en pleurs
J'pense à monnaie, pas aux pétasses en twerk
Baby, pour ces diamants, je vis, je meurs, yeah, yeah
Baby, pour ces diamants, je vis, je meurs
Dans ma tête : biff, monnaie, en premier
You might also like[Refrain]
Ne-Gree en Gucci, Dior, la bitch fouille dans mon phone
Prends ta dose, coke, weed, on vend
Faut du cash, j'ai la stup' dans l'dos
Shit dans les poches de ma veste
J'suis dans le film, je te promets d'les faire
Termine un clip, j'fume un pli dans un Benz
Tu veux du taff ? Y a du taff dans la verte
VVS, diamants, regarde de près
J'fais qu'du cash, on rêve de t'éliminer
Fume de la cookie, j'suis bien dans ses fesses
J'ramène du Gucci, Dior à ma mère
J'ai la pure, bitch, viens dans la caisse
Pour le gang, on va te shooter la tête
J'souris quand un condé meurt
Donne le cash en attendant mon heureEmbed",Green Montana
Green Montana,​ekenge,"12 Contributors​ekenge Lyrics[Paroles de ""ekenge""]

[Refrain]
Bébé, j'fais plus de rêve, en Dior c'est la même (Hmm)
On se voit pas quand t'as tes règles, j'ai toujours été méfiant, y a mon blaze sur tes lèvres
Une ‘tasse, c'pas mon reuf, Green'zer
Nan j'suis jamais relegué (Yeah)
Nan j'peux pas comprendre, ces salopes ils m'ont mis l'œil
Et dans la tchop j'ai de la drogue, j'ai mon gun
Négro, de mauvaise humeur, je suis toujours en deuil
J'les connais as-p, dis-moi pourquoi ils m'en veulent  ?
Nan j'peux pas comprendre, ces salopes ils m'ont mis l'œil

[Couplet unique]
Bébé, j'fais plus de rêve, еn Dior c'est la même, j'suis pas là par intérêt
J'ai toujours été méfiant, je lеur laisse pas les restes
Eux, ils sont morts dans l'œuf, NMR
Négro, t'es mort par le 9 (Yeah)
Nan j'peux pas comprendre, ces salopes ils m'ont mis l'œil
Beaucoup de bastos si tu essaies, j'suis bien quand l'ennemi décède
Qu'est-ce qui t'arrive ? Me parle pas comme ça
Le temps passe, rien ne change
Cali, de vraies sensations
NMR dans l'feu de l'action, shoot dans toutes les directions
J'leur laisse pas les restes
Nan, j'peux pas comprendre, ces salopes ils m'ont mis l'œil (Yeah, nan)
You might also like[Refrain]
Bébé, j'fais plus de rêves, en Dior c'est la même (Hmm)
On s'voit pas quand t'as tes règles, j'ai toujours été méfiant, y a mon blaze sur tes lèvres
Une ‘tasse, c'pas mon reuf, Green'zer
Nan j'suis jamais relegué (Yeah)
Nan j'peux pas comprendre, ces salopes ils m'ont mis l'œil
Et dans la tchop j'ai de la drogue, j'ai mon gun
Négro, de mauvaise humeur, je suis toujours en deuil
J'les connais as-p, dis-moi pourquoi ils m'en veulent ?
Nan j'peux pas comprendre, ces salopes ils m'ont mis l'œilEmbed",Green Montana
Green Montana,EVIDEMMENT,"11 ContributorsEVIDEMMENT Lyrics[Paroles de ""EVIDEMMENT"" ft. SDM]

[Couplet 1 : Green Montana]
Fils de, j'esquive, j'ai le cash en tête (J'esquive), noir est l'esprit, j'suis toujours en quête (Yeah, yeah)
Faut qu'j'investis, faut qu'j'investis, bitch (Bitch), j'ai mon bout d'fer, tu sais bien l'quel, nan (North Side)
Fumée j'respire, putain d'gaz nocif qui m'apaise, fuck mes ennemis, j'prends le temps pour trouer la veste
Faut qu'j'investis, faut qu'j'investis, bitch, dans l'affaire (Yeah, yeah), ceux que t'estimes sont en train d'courir à ta perte
C'est un jet-ski, négro, j'lui ai fait mouiller la schneck, j'ai déjà dit, dans la ville, je vends et t'achètes
Toujours inspiré, navire jamais ne s'arrête (No), si t'es parti, tu sais qu'revenir, c'est pas la peine (Yeah)

[Pré-refrain : Green Montana]
J'ferme les yeux et j'repense à ma vie d'avant, pour la monnaie, prends des risques à mort (Yeah, yeah)
Fais pas jurer sur la vie d'maman, poto, j'te raconte ma vie, moi, c'est pas celle d'un autre

[Refrain : SDM & Green Montana]
Moi, j'connais la rue, j'connais les lois d'la tess, j'me suis fait tout seul, poto, j'dois rien à personne
Voiture garée, que d'la fumée qui sort de la caisse, ferme ta gueule si c'est pas pour nous parler d'pesos
Évidemment, j'te raconte ma vie, pas celle d'un autre
Fais pas jurer la vie d'maman, poto, j'te raconte ma vie, moi, c'est pas celle d'un autre
Yah, yah, yah, yah

[Couplet 2 : SDM]
Eh, moi, j'connais la rue, gros, moi, j'connais la tess, cent moins huit, Clamart zoo, si tu veux v'nir pécho, gros, tu connais l'adresse (Ocho)
Fumée dans la pièce, toutes les gues-dro, on pêche, j'suis pas une pute à buzz, j'fais du son qui tabasse, les haters, on les baise (Ouais, ouais)
Akha, ça passe (Akha), ils descendent, j'monte chez la nourrice, à la base, j'suis un gentil gars mais bon, la vie m'a pourri (Ouais, c'est noir, gros)
Moi, c'est la rue, la vraie, j'vais jamais changer pour eux, eux, c'est des cons, ils demandent des grosses voitures dans leurs prières (Vroum, vroum, vroum)
Blessé par la vie, avec le temps, ça passe (Ouais, ça passe), gros, ne crois pas qu'on chôme, nous à midi, ça bosse (Poto, ça bosse, gros)
Ils montent pas dans l'navire, eux, ils twerkent pour une liasse (Non, non)
Transaction par la vitre, donne les sous, j'ai ta dose (Ouh)
You might also like[Pré-refrain : SDM & Green Montana]
J'ferme les yeux et j'repense à ma vie d'avant (D'avant), pour la monnaie, prends des risques à mort (À mort)
Fais pas jurer sur la vie d'maman, poto, j'te raconte ma vie, moi, c'est pas celle d'un autre

[Refrain : SDM & Green Montana]
Moi, j'connais la rue, j'connais les lois d'la tess, j'me suis fait tout seul, poto, j'dois rien à personne
Voiture garée, que d'la fumée qui sort de la caisse, ferme ta gueule si c'est pas pour nous parler d'pesos
Évidemment, j'te raconte ma vie, pas celle d'un autre
Fais pas jurer la vie d'maman, poto, j'te raconte ma vie, moi, c'est pas celle d'un autre
Yah, yah, yah, yah

[Outro : SDM & Green Montana]
Moi, j'connais la rue, gros, moi, j'la connais (Évidemment)
On a pris des risques à mort dans nos vies pour la monnaie, eh (Non, non)
Moi, j'connais la rue, gros, moi, j'la connais (Yeah, yeah)
On a pris des risques à mort dans nos vies pour la monnaie (Eh, eh, eh)
Moi, j'connais la rue, gros, moi, j'la connais (Eh)
On a pris des risques à mort dans nos vies pour la monnaie, eh (Évidemment)
Moi, j'connais la rue, gros, moi, j'la connais (Évidemment)
On a pris des risques à mort dans nos vies pour la monnaie, évidemment (Eh, eh, eh)Embed",Green Montana
Green Montana,EYELINER,"11 ContributorsEYELINER Lyrics[Paroles de ""EYELINER""]

[Refrain]
J'éteins toutes les lumières, toutes les lights
Finir millionnaire, pour moi, c'est la life
J'brise son cœur, j'gaspille l'eyeliner
J'fume tout le week, j'ai rêvé d'cette place
J'vis pour l'cash, m'prend pas pour un thug
T'es une p'tite 'tasse, si t'es chargée, on t'plug
Tous s'écartent quand les balles qui pleuvent
J'veux pas qu'on m'aime, moi je préfère crever

[Couplet unique]
Tous tes efforts, c'est des coups dans l'eau, fais les choses bien pour pas mettre en cloque
Bébé veut fuck, j'suis un animal, elle ferait tout pour un sac Chanel
Moi, j'veux pas me plaindre, j'ai rêvé d'cette vie, juré d'être riche, d'avoir la peau d'l'ennemi
Tu fais pas d'oseille, tu fumes que des plis, prends pas mon time, laisse-moi avancer
J'suis en fond d'sixième, négro, aucun stop, elle, c’est une lope-sa, ouais mais rien qu'elle coffre
Pousse pas au crime, on va tuer quelqu'un, fils de, j'm'arrête que pour faire l'plein
J'voyais l'destin dans des kil' de dopes, 92i, trop noir est l'drapeau
Moi, j'veux pas me plaindre, j'ai rêvé d'cette vie, juré d'être riche, d'avoir la peau d'l'ennemi

[Pont]
Il m'faut c'million d'euros tous les mois, un Glock 17 toujours près de moi
J'brise son cœur, j'gaspille l'eyeliner, j'fume tout le week, j'ai rêve d'cette place
Faut des Porsche Cayenne, Urus, Lamborghini, toi, rien n'sera jamais plus comme avant
Chanel sur ses strings dorénavant (Let's go, NMR)
Il m'faut c'million d'euros tous les mois, un Glock 17 toujours près de moi
Greenzer fait l'effort, bitch, jusqu'à la fin, j'la ken, elle compte mon biff à la fin
Faut des Porsche Cayenne, Urus, Lamborghini, toi, rien n'sera jamais plus comme avant
Chanel sur ses strings dorénavant (Let's go, NMR)
You might also like[Refrain]
J'éteins toutes les lumières, toutes les lights
Finir millionnaire, pour moi, c'est la life
J'brise son cœur, j'gaspille l'eyeliner
J'fume tout le week, j'ai rêvé d'cette place
J'vis pour l'cash, m'prend pas pour un thug
T'es une p'tite 'tasse, si t'es chargée, on t'plug
Tous s'écartent quand les balles qui pleuvent
J'veux pas qu'on m'aime, moi je préfère crever1Embed",Green Montana
Green Montana,​finalement riche,"13 Contributors​finalement riche Lyrics[Paroles de ""finalement riche"" ft. Théodore]

[Couplet 1 : Green Montana]
Je sais pas si tu comprends, ces drogues en moi font qu'j'oublie quand j'me sens seul
Je suis bon qu'à ça, bon qu'à défoncer les portes, j'sais c'que tu offres
C'est toujours dans mes draps (qu'elle) qu'elle s'enveloppent
Ok, ok, j'sais que t'es en manque, oh, coke presque pure, ils en demandent, oh
Bébé, faut qu't'acceptes les changements, oh, le diable mе tente
J'recomptе deux fois la somme, seul dans une noire Aston, oh
J'peux pas aller dans ton sens, oh, bébé faut qu't'acceptes les changements, oh, Greenzer
Elle connaît toutes les chansons, mmh, partout où je vais, pétasse, j'prend toute l'attention, mmh

[Refrain : Green Montana]
Un nouveau gamos à la fenêtre de maman et cette monnaie rattrapera pas mes manquements
Oh, s'te plaît n'oublie pas qu'on la fait ensemble, c'est complet, maintenant y a plus un seul ticket en vente
Un nouveau gamos à la fenêtre de maman et cette monnaie rattrapera pas mes manquements
Oh, s'te plaît n'oublie pas qu'on la fait ensemble, c'est complet, maintenant y a plus un seul ticket en vente

[Couplet 2 : Théodore]
J'commence à prendre de l'âge, c'est place au p'tit, j'pense au daron
Fumée d'be-her dans la boca, seul sur mon île, j'tourne en rond, han
Des fois j'me perds, j'me retrouve en elle, dans ma tête j'en vois plus l'fond, han
Souvent facile comme si c'était, cette bitch fait qu'en parler, pour ma part, rien à péter, yeah
Elle fait la crari dans mon dos, elle me dit ""Tout ça c'est toi"", et moi j'carry que nos diff', han

[Refrain : Théodore]
Un nouveau gamos à la fenêtre de maman et cette monnaie rattrapera pas mes manquements
Oh, s'te plaît n'oublie pas qu'on la fait ensemble, c'est complet, maintenant y a plus un seul ticket en vente
Un nouveau gamos à la fenêtre de maman et cette monnaie rattrapera pas mes manquements
Oh, s'te plaît n'oublie pas qu'on la fait ensemble, c'est complet, maintenant y a plus un seul ticket en venteYou might also likeEmbed",Green Montana
Green Montana,FUM22 NOCIVE,"12 ContributorsFUM22 NOCIVE Lyrics[Paroles de ""FUM22 NOCIVE""]

[Refrain]
Pétasse, la vie qu'on mène, un putain d'phénomène
Baby, viens, je t'emmène, j'respire tout ce pollen
J'croyais qu'on s'ressemblait, j'pense qu'à niquer des mères
J'allume ce joint d'ppe-f' sur l'corner, j'insiste pour qu'ils comprennent
J'dépense cette money, yah, négro, la vie qu'on mène
Un putain d'phénomène, fumée nocive dans l'Porsche Cayenne
Plein temps, ok, sans c'million, j'vais jamais rentrеr, ok, yah, pétasse veut d'la cocaïne

[Couplet unique]
J'laissе les 'tasses à la traîne, yah, tout niquer, bitch, c'est ça l'thème, yah
J'lui d'mande plus : ""Quand est-ce qu'on ken ?"", j'sais pas j'choisis laquelle, yah
Heureux quand j'ai c'biff, j'dois fuck cette vie, plus rien qui m'blesse, nan, nan
Couilles dans l'Calvin, yah, Greenzer, VVS, baby, yah
Négro, j'suis plein d'principes, pourtant je déçois, NMR, personne qui comprend (NMR)
Ne fais pas un mouv qui sonne comme si tu vas switch de camp (NMR bitch)
Greenzer 92i, ils savent bien qui j'suis, ouais, dans tout l'pays (Greenzer)
Les couilles sont vides et le coffre est plein, dans l'circuit, course le milli'
Moi, j'peux pas dormir sur ce kil' sans expression dans la Lamborghini
J'rigole parce que ces 'tasses sont finies, maintenant, fermez vos ttes-ch'
Greenzer est venu détruire pour l'pactole (Greenzer), tu mérites pas c'que j't'apporte
NMR encré sur la peau (NMR), ça se voit quand j't'aime pas trop, bitch

[Refrain]
Pétasse, la vie qu'on mène, un putain d'phénomène
Baby, viens, je t'emmène, j'respire tout ce pollen
J'croyais qu'on s'ressemblait, j'pense qu'à niquer des mères
J'allume ce joint d'ppe-f' sur l'corner, j'insiste pour qu'ils comprennent
J'dépense cette money, yah, négro, la vie qu'on mène
Un putain d'phénomène, fumée nocive dans l'Porsche Cayenne
Plein temps, ok, sans c'million, j'vais jamais rentrer, ok, pétasse veut d'la cocaïneYou might also likeEmbed",Green Montana
Green Montana,GANJA,"4 ContributorsGANJA Lyrics[Paroles de ""GANJA""]

[Intro]
Benjay
Hey

[Couplet 1]
Pas l'temps d'attendre, nan
Cours après monnaie, pas d'plan B
Pas d'chance, oh non, pas d'chance
T'en veux as-p, crois pas qu'j'ai changé
Et j'compte les miens sur les doigts d'une main
Regarde-les, te baiseront demain
Y a pas pied vont t'mettre au fond les cases
Faut pas l'faire si y a pas ganja

[Pré-refrain]
Ganja, nuage de fumée dans un Range, eh
J'le pousserai pas, j'ai perdu trop d'blé, eh
J'lui pousserai nada, même pas 30 G', eh

[Refrain]
Et j'compte les miens sur lеs doigts d'une main
Regarde-lеs, te baiseront demain
Y a pas pied vont t'mettre au fond des cases
Faut pas l'faire si y a pas ganja
J'compte les miens sur les doigts d'une main
Regarde-les, te baiseront demain
Y a pas pied vont t'mettre au fond des cases
Faut pas l'faire si y a pas ganja
You might also like[Couplet 2]
Pour eux, j'ferais le minimum
Crève ou sse-lia, on veut des millions
Je les déteste, sont ignobles
Elle me déteste ou elle m'ignore
J'livre la verte en Mini, oh
J'livre, c'est pas pour frimer, non
Eux, ils sont morts dans l'film, oh
J'leur souhaite de s'faire enfiler, oh

[Pré-refrain]
Ganja, nuage de fumée dans un Range, eh
J'le pousserai pas, j'ai perdu trop d'blé, eh
J'lui pousserai nada, même pas 30 G', eh

[Refrain]
Et j'compte les miens sur les doigts d'une main
Regarde-les, te baiseront demain
Y a pas pied vont t'mettre au fond des cases
Faut pas l'faire si y a pas ganja
J'compte les miens sur les doigts d'une main
Regarde-les, te baiseront demain
Y a pas pied vont t'mettre au fond des cases
Faut pas l'faire si y a pas ganja (ganja, ganja)

[Outro]
Si y a pas ganja, ganja
Si y a pas ganja, ganjaEmbed",Green Montana
Green Montana,GINGER MC KENNA,"5 ContributorsGINGER MC KENNA Lyrics[Paroles de GINGER MC KENNA]

[Refrain]
Plusieurs pétasses dans la chambre, ma vie à traquer l'argent
AR-15, négro pas de chance, mon blaze connu dans toute la France
J'fais du mal, mais bon changer j'essaie, j'ai ce métal sur moi qui t'effraie
Je la soulève dans tous les sens, Avenue Montaigne je dépense
Plusieurs pétasses dans la chambre, ma vie à traquer l'argent
AR-15, négro pas de chance, mon blaze connu dans toute la France
J'fais du mal, mais bon changer j'essaie, j'ai ce métal sur moi qui t'effraie
Je la soulève dans tous les sens, Avenue Montaigne je dépense

[Couplet]
Million d'euros, c'est jamais simple, j'veux le monde je peux pas me restreindre
Ces fils de pute essayent de m'éteindre, de la cocaïne entre ses eins-s
Et la jalousie les rend betes, ceux-là à la gue-dro j'engraine
Vraiment, fais ce cash, meurs en paix, ils nous détestent ma zèb empeste
Je les baise, ils voient pas à l'antenne, salope, tu m'appelles c'est pas la peine
Des idées mauvaises qui me trottent dans la tête, salope, tu m'as trahis j'm'en rappelle
Tu pourras faire de l'oseille qu'avec ta schnek, j'avoue que j'me suis un peu détaché
Bitch, un draco au cas où ca pète, j'rentre à la house le polo taché

[Refrain]
Plusieurs pétasses dans la chambre, ma vie à traquer l'argent
AR-15, négro pas de chance, mon blaze connu dans toute la France
J'fais du mal, mais bon changer j'essaie, j'ai ce métal sur moi qui t'effraie
Je la soulève dans tous les sens, Avenue Montaigne je dépense
Plusieurs pétasses dans la chambre, ma vie à traquer l'argent
AR-15, négro pas de chance, mon blaze connu dans toute la France
J'fais du mal, mais bon changer j'essaie, j'ai ce métal sur moi qui t'effraie
Je la soulève dans tous les sens, Avenue Montaigne je dépenseYou might also likeEmbed",Green Montana
Green Montana,​inspecteur gadget,"11 Contributors​inspecteur gadget Lyrics[Paroles de inspecteur gadget]

[Intro : tag]
Myth Syzer est passé par là

[Refrain]
Que des mauvaises traces que je laisse, rien n'me fais du mal, rien n’me blesse
Nan ne m'envoie pas de lettres, matinale quand elle a besoin de sexe
La concurrence c'est des insectes, ma bite et mon cash elle inspecte
On feat pas même si tu respectes, dans mon re-ver quelques percocets
Regardez moi briller maintenant, j’sais qu'elle patiente, j'sais qu'elle attend
On salit tous les emplacements, ils comprennent jamais les placements
J'ai la beuh, les feuilles, les cartons, ils se demandent quand décale-t-on
J'fais cette monnaie comme le patron, j'compte cette monnaie dans un Quattro

[Couplet Unique]
Nan, on a plus rien à perdre, tu m'verras jamais les genoux à terre, crois moi
Jamais je revends à perte salope, j’t’ai dit qu'je revenais après salope
J’veux pas qu'on s'appelle, j'veux pas qu’on se galoche, si t'as besoin de monnaie on peut t'arranger
J'entends ces rappeurs de merde ils sont marrants, 92i sang de l'ennemi sur les phalanges
J'leur en veux plus trop de m'envier, j'leur en veux plus trop de mendier
On va pas en sortir entier, leurs putes de chevilles sont enflées
Sois sûr que je vais me venger, sois sûr que j'vais pas me ranger
Tu m'connais j'ai jamais changé

[Refrain]
Que des mauvaises traces que je laisse, rien n'me fais du mal, rien n'me blesse
Nan ne m'envoie pas de lettres, matinale quand elle a besoin de sexe
La concurrence c'est des insectes, ma bite et mon cash elle inspecte
On feat pas même si tu respectes, dans mon re-ver quelques percocets
Regardez moi briller maintenant, j'sais qu'elle patiente, j'sais qu'elle attend
On salit tous les emplacements, ils comprennent jamais les placements
J'ai la beuh, les feuilles, les cartons, ils se demandent quand décale-t-on
J'fais cette monnaie comme le patron, j'compte cette monnaie dans un Quattro
You might also like[Outro]
Myth Syzer est passé par làEmbed",Green Montana
